Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,25,LAL,NBA,,4,NA,11,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,0,NA,NA,NA,3,1,NA,3,4
1967-68,27,DNR,ABA,C,2,NA,16,4,7,0.571,0,0,NA,4,7,0.571,0.571,5,7,0.714,NA,NA,4,1,2,6,13
Career,NA,,TOT,,6,NA,27,6,10,0.6,0,0,NA,6,10,0.6,0.6,5,7,0.714,NA,NA,7,2,2,9,17
,NA,,NBA,,4,NA,11,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,0,NA,NA,NA,3,1,NA,3,4
,NA,,ABA,,2,NA,16,4,7,0.571,0,0,NA,4,7,0.571,0.571,5,7,0.714,NA,NA,4,1,2,6,13
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,4,NA,11,2,3,0.667,NA,NA,NA,2,3,0.667,0.667,0,0,NA,NA,NA,3,1,NA,3,4
1 season,NA,DNR,ABA,,2,NA,16,4,7,0.571,0,0,NA,4,7,0.571,0.571,5,7,0.714,NA,NA,4,1,2,6,13
