Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1963-64,23,NYK,NBA,C,59,988,9.7,0.467,NA,0.534,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.4,0.02
1964-65,24,NYK,NBA,C,24,153,9.6,0.445,NA,0.438,NA,NA,NA,10.2,NA,NA,NA,0,0.1,0.1,0.047
1966-67,26,STL,NBA,C,17,129,5.8,0.422,NA,0.419,NA,NA,NA,7.7,NA,NA,NA,-0.1,0.1,0,0.018
1967-68,27,DNR,ABA,C,70,1588,9.8,0.507,0.028,0.577,NA,NA,14.5,5.5,23.7,14.2,NA,1.7,2.7,4.4,0.132
1968-69,28,TOT,ABA,C,53,1419,11.5,0.516,0.005,0.463,NA,NA,14.8,11.7,25.9,17,NA,1.4,1.2,2.6,0.089
1968-69,28,HSM,ABA,C,4,80,14.3,0.539,0,0.214,NA,NA,15.9,9.3,20.7,17.4,NA,0.1,0.1,0.2,0.131
1968-69,28,MNP,ABA,C,9,83,13,0.482,0,0.808,NA,NA,16.6,9.9,18.5,18.5,NA,0,0.2,0.2,0.122
1968-69,28,NYA,ABA,C,40,1256,11.3,0.517,0.006,0.458,NA,NA,14.6,12,26.8,16.9,NA,1.3,0.9,2.2,0.084
Career,NA,,TOT,,223,4277,10.2,0.497,0.011,0.515,NA,NA,14.6,8.5,24.9,15.6,NA,3.5,4.2,7.6,0.085
,NA,,ABA,,123,3007,10.6,0.512,0.016,0.516,NA,NA,14.6,8.5,24.9,15.6,NA,3.2,3.8,7,0.112
,NA,,NBA,,100,1270,9.3,0.461,NA,0.513,NA,NA,NA,9,NA,NA,NA,0.3,0.3,0.6,0.023
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,83,1141,9.7,0.465,NA,0.523,NA,NA,NA,10.2,NA,NA,NA,0.4,0.2,0.6,0.024
1 season,NA,DNR,ABA,,70,1588,9.8,0.507,0.028,0.577,NA,NA,14.5,5.5,23.7,14.2,NA,1.7,2.7,4.4,0.132
1 season,NA,NYA,ABA,,40,1256,11.3,0.517,0.006,0.458,NA,NA,14.6,12,26.8,16.9,NA,1.3,0.9,2.2,0.084
1 season,NA,STL,NBA,,17,129,5.8,0.422,NA,0.419,NA,NA,NA,7.7,NA,NA,NA,-0.1,0.1,0,0.018
1 season,NA,MNP,ABA,,9,83,13,0.482,0,0.808,NA,NA,16.6,9.9,18.5,18.5,NA,0,0.2,0.2,0.122
1 season,NA,HSM,ABA,,4,80,14.3,0.539,0,0.214,NA,NA,15.9,9.3,20.7,17.4,NA,0.1,0.1,0.2,0.131
