Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,23,NYK,NBA,C,59,,16.7,1.7,4.2,.413,,,,1.7,4.2,.413,.413,1.4,2.2,.614,,,5.6,0.6,,3.1,4.8
1964-65,24,NYK,NBA,C,24,,6.4,0.5,1.3,.406,,,,0.5,1.3,.406,.406,0.3,0.6,.571,,,2.4,0.5,,1.5,1.4
1965-66,25,Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL),Did Not Play (other pro league—EBL)
1966-67,26,STL,NBA,C,17,,7.6,0.8,1.8,.419,,,,0.8,1.8,.419,.419,0.3,0.8,.385,,,2.1,0.5,,2.1,1.8
1967-68,27,DNR,ABA,C,70,,22.7,2.3,5.1,.451,0.1,0.1,.400,2.2,5.0,.452,.457,1.8,2.9,.621,,,7.0,0.9,2.0,3.8,6.5
1968-69,28,TOT,ABA,C,53,,26.8,3.6,7.7,.468,0.0,0.0,.000,3.6,7.7,.470,.468,2.4,3.6,.661,2.7,6.2,8.9,2.2,3.2,4.2,9.6
1968-69,28,HSM,ABA,C,4,,20.0,3.5,7.0,.500,0.0,0.0,,3.5,7.0,.500,.500,1.3,1.5,.833,2.0,5.5,7.5,1.3,2.0,3.8,8.3
1968-69,28,MNP,ABA,C,9,,9.2,1.3,2.9,.462,0.0,0.0,,1.3,2.9,.462,.462,1.1,2.3,.476,1.8,1.7,3.4,0.7,0.9,2.3,3.8
1968-69,28,NYA,ABA,C,40,,31.4,4.1,8.9,.466,0.0,0.1,.000,4.1,8.8,.469,.466,2.8,4.1,.679,3.0,7.3,10.3,2.7,3.9,4.7,11.0
Career,NA,,TOT,,223,,19.2,2.2,4.8,.447,0.0,0.1,.333,2.1,4.8,.448,.448,1.6,2.5,.626,2.7,6.2,6.2,1.1,2.5,3.4,5.9
,NA,,ABA,,123,,24.4,2.9,6.2,.460,0.0,0.1,.333,2.8,6.1,.462,.463,2.1,3.2,.641,2.7,6.2,7.8,1.5,2.5,4.0,7.8
,NA,,NBA,,100,,12.7,1.3,3.1,.413,,,,1.3,3.1,.413,.413,0.9,1.6,.591,,,4.3,0.6,,2.6,3.5
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,NYK,NBA,,83,,13.7,1.4,3.4,.412,,,,1.4,3.4,.412,.412,1.1,1.8,.610,,,4.7,0.6,,2.7,3.8
1 season,NA,DNR,ABA,,70,,22.7,2.3,5.1,.451,0.1,0.1,.400,2.2,5.0,.452,.457,1.8,2.9,.621,,,7.0,0.9,2.0,3.8,6.5
1 season,NA,NYA,ABA,,40,,31.4,4.1,8.9,.466,0.0,0.1,.000,4.1,8.8,.469,.466,2.8,4.1,.679,3.0,7.3,10.3,2.7,3.9,4.7,11.0
1 season,NA,STL,NBA,,17,,7.6,0.8,1.8,.419,,,,0.8,1.8,.419,.419,0.3,0.8,.385,,,2.1,0.5,,2.1,1.8
1 season,NA,MNP,ABA,,9,,9.2,1.3,2.9,.462,0.0,0.0,,1.3,2.9,.462,.462,1.1,2.3,.476,1.8,1.7,3.4,0.7,0.9,2.3,3.8
1 season,NA,HSM,ABA,,4,,20.0,3.5,7.0,.500,0.0,0.0,,3.5,7.0,.500,.500,1.3,1.5,.833,2.0,5.5,7.5,1.3,2.0,3.8,8.3
