Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,23,NYK,NBA,C,59,NA,988,102,247,0.413,NA,NA,NA,102,247,0.413,0.413,81,132,0.614,NA,NA,331,36,NA,185,285
1964-65,24,NYK,NBA,C,24,NA,153,13,32,0.406,NA,NA,NA,13,32,0.406,0.406,8,14,0.571,NA,NA,58,12,NA,37,34
1966-67,26,STL,NBA,C,17,NA,129,13,31,0.419,NA,NA,NA,13,31,0.419,0.419,5,13,0.385,NA,NA,36,8,NA,35,31
1967-68,27,DNR,ABA,C,70,NA,1588,161,357,0.451,4,10,0.4,157,347,0.452,0.457,128,206,0.621,NA,NA,491,64,139,268,454
1968-69,28,TOT,ABA,C,53,NA,1419,191,408,0.468,0,2,0,191,406,0.47,0.468,125,189,0.661,145,327,472,117,172,223,507
1968-69,28,HSM,ABA,C,4,NA,80,14,28,0.5,0,0,NA,14,28,0.5,0.5,5,6,0.833,8,22,30,5,8,15,33
1968-69,28,MNP,ABA,C,9,NA,83,12,26,0.462,0,0,NA,12,26,0.462,0.462,10,21,0.476,16,15,31,6,8,21,34
1968-69,28,NYA,ABA,C,40,NA,1256,165,354,0.466,0,2,0,165,352,0.469,0.466,110,162,0.679,121,290,411,106,156,187,440
Career,NA,,TOT,,223,NA,4277,480,1075,0.447,4,12,0.333,476,1063,0.448,0.448,347,554,0.626,145,327,1388,237,311,748,1311
,NA,,ABA,,123,NA,3007,352,765,0.46,4,12,0.333,348,753,0.462,0.463,253,395,0.641,145,327,963,181,311,491,961
,NA,,NBA,,100,NA,1270,128,310,0.413,NA,NA,NA,128,310,0.413,0.413,94,159,0.591,NA,NA,425,56,NA,257,350
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,83,NA,1141,115,279,0.412,NA,NA,NA,115,279,0.412,0.412,89,146,0.61,NA,NA,389,48,NA,222,319
1 season,NA,DNR,ABA,,70,NA,1588,161,357,0.451,4,10,0.4,157,347,0.452,0.457,128,206,0.621,NA,NA,491,64,139,268,454
1 season,NA,NYA,ABA,,40,NA,1256,165,354,0.466,0,2,0,165,352,0.469,0.466,110,162,0.679,121,290,411,106,156,187,440
1 season,NA,STL,NBA,,17,NA,129,13,31,0.419,NA,NA,NA,13,31,0.419,0.419,5,13,0.385,NA,NA,36,8,NA,35,31
1 season,NA,MNP,ABA,,9,NA,83,12,26,0.462,0,0,NA,12,26,0.462,0.462,10,21,0.476,16,15,31,6,8,21,34
1 season,NA,HSM,ABA,,4,NA,80,14,28,0.5,0,0,NA,14,28,0.5,0.5,5,6,0.833,8,22,30,5,8,15,33
