,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,TOT,ABA,,11,,1,,,,4,7,,,,,,,27
1967-68,23,DLC,ABA,,6,,1,,,,3,4,,,,,,,15
1967-68,23,KEN,ABA,,11,,1,,,,4,7,,,,,,,27
Career,,,,,11,,1,,,,4,7,,,,,,,27
1 Season,,DLC,ABA,,6,,1,,,,3,4,,,,,,,15
1 Season,,KEN,ABA,,11,,1,,,,4,7,,,,,,,27
