Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,TOT,ABA,SG,26,NA,269,56,158,0.354,4,22,0.182,52,136,0.382,0.367,25,41,0.61,NA,NA,52,7,32,40,141
1967-68,23,DLC,ABA,,16,NA,157,27,80,0.338,2,13,0.154,25,67,0.373,0.35,9,18,0.5,NA,NA,23,6,23,18,65
1967-68,23,KEN,ABA,SG,10,NA,112,29,78,0.372,2,9,0.222,27,69,0.391,0.385,16,23,0.696,NA,NA,29,1,9,22,76
Career,NA,,ABA,,26,NA,269,56,158,0.354,4,22,0.182,52,136,0.382,0.367,25,41,0.61,NA,NA,52,7,32,40,141
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DLC,ABA,,16,NA,157,27,80,0.338,2,13,0.154,25,67,0.373,0.35,9,18,0.5,NA,NA,23,6,23,18,65
1 season,NA,KEN,ABA,,10,NA,112,29,78,0.372,2,9,0.222,27,69,0.391,0.385,16,23,0.696,NA,NA,29,1,9,22,76
