Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,TOT,ABA,SG,26,NA,269,7.5,21.1,0.354,0.5,2.9,0.182,7,18.2,0.382,3.3,5.5,0.61,NA,NA,7,0.9,4.3,5.4,18.9
1967-68,23,DLC,ABA,,16,NA,157,6.2,18.3,0.338,0.5,3,0.154,5.7,15.4,0.373,2.1,4.1,0.5,NA,NA,5.3,1.4,5.3,4.1,14.9
1967-68,23,KEN,ABA,SG,10,NA,112,9.3,25.1,0.372,0.6,2.9,0.222,8.7,22.2,0.391,5.1,7.4,0.696,NA,NA,9.3,0.3,2.9,7.1,24.4
Career,NA,,ABA,,26,NA,269,7.5,21.1,0.354,0.5,2.9,0.182,7,18.2,0.382,3.3,5.5,0.61,NA,NA,7,0.9,4.3,5.4,18.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DLC,ABA,,16,NA,157,6.2,18.3,0.338,0.5,3,0.154,5.7,15.4,0.373,2.1,4.1,0.5,NA,NA,5.3,1.4,5.3,4.1,14.9
1 season,NA,KEN,ABA,,10,NA,112,9.3,25.1,0.372,0.6,2.9,0.222,8.7,22.2,0.391,5.1,7.4,0.696,NA,NA,9.3,0.3,2.9,7.1,24.4
