Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,SF,48,NA,560,5.2,14.3,0.363,2.7,3.7,0.724,NA,NA,7.3,2.3,NA,NA,4.1,13.1
1969-70,24,NYK,NBA,SF,37,NA,238,5.9,15.3,0.386,2.7,2.9,0.947,NA,NA,7.9,2.6,NA,NA,6.4,14.5
1970-71,25,BUF,NBA,SF,76,NA,2666,8.5,18,0.471,3.7,4.7,0.791,NA,NA,7.7,2,NA,NA,3,20.7
1971-72,26,ATL,NBA,SF,75,NA,1285,6.6,13.3,0.492,3.5,4.6,0.768,NA,NA,6.1,1.5,NA,NA,3.7,16.6
1972-73,27,TOT,NBA,SF,58,NA,919,7.4,16.6,0.446,2.9,3.6,0.806,NA,NA,8.2,2.5,NA,NA,5.3,17.7
1972-73,27,ATL,NBA,SF,32,NA,317,6.9,15.2,0.455,2.5,3.5,0.71,NA,NA,7.6,2.4,NA,NA,6.2,16.4
1972-73,27,PHI,NBA,SF,26,NA,602,7.7,17.3,0.441,3.2,3.7,0.855,NA,NA,8.6,2.6,NA,NA,4.8,18.5
1973-74,28,PHI,NBA,SF,56,NA,812,6.7,16.3,0.414,3.9,4.5,0.873,1.1,4.9,6,2.8,1.1,0.4,6.1,17.4
1974-75,29,KCO,NBA,SF,29,NA,139,7,14,0.5,2.6,3.1,0.833,1,2.3,3.4,1.3,1,0.5,5.4,16.6
Career,NA,,NBA,,379,NA,6619,7.3,16.2,0.453,3.5,4.3,0.798,1.1,4.5,7.1,2.1,1.1,0.4,4.1,18.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,107,NA,1602,6.6,13.7,0.484,3.3,4.4,0.759,NA,NA,6.4,1.7,NA,NA,4.2,16.6
2 seasons,NA,NYK,NBA,,85,NA,798,5.4,14.6,0.37,2.7,3.5,0.779,NA,NA,7.5,2.3,NA,NA,4.8,13.5
2 seasons,NA,PHI,NBA,,82,NA,1414,7.1,16.7,0.426,3.6,4.2,0.866,1.1,4.9,7.1,2.7,1.1,0.4,5.5,17.9
1 season,NA,BUF,NBA,,76,NA,2666,8.5,18,0.471,3.7,4.7,0.791,NA,NA,7.7,2,NA,NA,3,20.7
1 season,NA,KCO,NBA,,29,NA,139,7,14,0.5,2.6,3.1,0.833,1,2.3,3.4,1.3,1,0.5,5.4,16.6
