,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,,4,10,7,9,,,6,3,,,2,11
1969-70,24,NYK,NBA,,2,,0,0,,,,,,,,4
1971-72,26,ATL,NBA,,3,6,5,6,,,3,1,,,2,7
Career,,,,,4,,7,9,,,,,,,,11
2 Seasons,,NYK,NBA,,4,,7,9,,,,,,,,11
1 Season,,ATL,NBA,,3,6,5,6,,,3,1,,,2,7
