Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,23,NYK,NBA,SF,48,560,9.2,0.41,0.26,NA,NA,NA,8.2,NA,NA,NA,-0.6,0.6,0,0.002,NA,NA,NA,NA,NA
1969-70,24,NYK,NBA,SF,37,238,9.8,0.439,0.188,NA,NA,NA,8.9,NA,NA,NA,-0.2,0.4,0.2,0.047,NA,NA,NA,NA,NA
1970-71,25,BUF,NBA,SF,76,2666,17.1,0.515,0.262,NA,NA,9.7,9,NA,NA,NA,4.5,1.7,6.1,0.11,NA,NA,NA,NA,NA
1971-72,26,ATL,NBA,SF,75,1285,13.6,0.542,0.345,NA,NA,8.2,6.1,NA,NA,NA,2.3,0.6,2.9,0.11,NA,NA,NA,NA,NA
1972-73,27,TOT,NBA,SF,58,919,14.1,0.487,0.219,NA,NA,10.4,10.1,NA,NA,NA,0.7,0.6,1.3,0.067,NA,NA,NA,NA,NA
1972-73,27,ATL,NBA,SF,32,317,12,0.488,0.231,NA,NA,10.1,8.9,NA,NA,NA,0.2,0.2,0.5,0.071,NA,NA,NA,NA,NA
1972-73,27,PHI,NBA,SF,26,602,15.2,0.487,0.214,NA,NA,10.6,10.7,NA,NA,NA,0.5,0.3,0.8,0.065,NA,NA,NA,NA,NA
1973-74,28,PHI,NBA,SF,56,812,12.5,0.477,0.278,2.8,13.7,8,11.8,1.4,0.5,NA,-0.1,0.6,0.5,0.029,NA,-3,-0.4,-3.5,-0.3
1974-75,29,KCO,NBA,SF,29,139,12.2,0.54,0.222,3,6.7,4.9,5.7,1.3,0.8,NA,0.2,0.1,0.3,0.088,NA,-2.7,-0.3,-3,0
Career,NA,,NBA,,379,6619,14.4,0.501,0.268,2.9,12.7,9.1,8.8,1.4,0.5,NA,6.7,4.6,11.4,0.082,NA,-3,-0.4,-3.4,-0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,107,1602,13.3,0.53,0.32,NA,NA,8.6,6.7,NA,NA,NA,2.6,0.9,3.4,0.102,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,85,798,9.4,0.419,0.238,NA,NA,NA,8.4,NA,NA,NA,-0.8,1.1,0.3,0.015,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,82,1414,13.6,0.481,0.25,2.8,13.7,9.1,11.3,1.4,0.5,NA,0.3,1,1.3,0.045,NA,-3,-0.4,-3.5,-0.3
1 season,NA,BUF,NBA,,76,2666,17.1,0.515,0.262,NA,NA,9.7,9,NA,NA,NA,4.5,1.7,6.1,0.11,NA,NA,NA,NA,NA
1 season,NA,KCO,NBA,,29,139,12.2,0.54,0.222,3,6.7,4.9,5.7,1.3,0.8,NA,0.2,0.1,0.3,0.088,NA,-2.7,-0.3,-3,0
