Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,SF,48,NA,560,81,223,0.363,42,58,0.724,NA,NA,114,35,NA,NA,64,204
1969-70,24,NYK,NBA,SF,37,NA,238,39,101,0.386,18,19,0.947,NA,NA,52,17,NA,NA,42,96
1970-71,25,BUF,NBA,SF,76,NA,2666,629,1336,0.471,277,350,0.791,NA,NA,567,150,NA,NA,219,1535
1971-72,26,ATL,NBA,SF,75,NA,1285,234,476,0.492,126,164,0.768,NA,NA,217,55,NA,NA,133,594
1972-73,27,TOT,NBA,SF,58,NA,919,189,424,0.446,75,93,0.806,NA,NA,210,64,NA,NA,135,453
1972-73,27,ATL,NBA,SF,32,NA,317,61,134,0.455,22,31,0.71,NA,NA,67,21,NA,NA,55,144
1972-73,27,PHI,NBA,SF,26,NA,602,128,290,0.441,53,62,0.855,NA,NA,143,43,NA,NA,80,309
1973-74,28,PHI,NBA,SF,56,NA,812,152,367,0.414,89,102,0.873,25,111,136,63,25,8,137,393
1974-75,29,KCO,NBA,SF,29,NA,139,27,54,0.5,10,12,0.833,4,9,13,5,4,2,21,64
Career,NA,,NBA,,379,NA,6619,1351,2981,0.453,637,798,0.798,29,120,1309,389,29,10,751,3339
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,107,NA,1602,295,610,0.484,148,195,0.759,NA,NA,284,76,NA,NA,188,738
2 seasons,NA,NYK,NBA,,85,NA,798,120,324,0.37,60,77,0.779,NA,NA,166,52,NA,NA,106,300
2 seasons,NA,PHI,NBA,,82,NA,1414,280,657,0.426,142,164,0.866,25,111,279,106,25,8,217,702
1 season,NA,BUF,NBA,,76,NA,2666,629,1336,0.471,277,350,0.791,NA,NA,567,150,NA,NA,219,1535
1 season,NA,KCO,NBA,,29,NA,139,27,54,0.5,10,12,0.833,4,9,13,5,4,2,21,64
