Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,23,NYK,NBA,SF,48,NA,11.7,1.7,4.6,0.363,0.9,1.2,0.724,NA,NA,2.4,0.7,NA,NA,1.3,4.3
1969-70,24,NYK,NBA,SF,37,NA,6.4,1.1,2.7,0.386,0.5,0.5,0.947,NA,NA,1.4,0.5,NA,NA,1.1,2.6
1970-71,25,BUF,NBA,SF,76,NA,35.1,8.3,17.6,0.471,3.6,4.6,0.791,NA,NA,7.5,2,NA,NA,2.9,20.2
1971-72,26,ATL,NBA,SF,75,NA,17.1,3.1,6.3,0.492,1.7,2.2,0.768,NA,NA,2.9,0.7,NA,NA,1.8,7.9
1972-73,27,TOT,NBA,SF,58,NA,15.8,3.3,7.3,0.446,1.3,1.6,0.806,NA,NA,3.6,1.1,NA,NA,2.3,7.8
1972-73,27,ATL,NBA,SF,32,NA,9.9,1.9,4.2,0.455,0.7,1,0.71,NA,NA,2.1,0.7,NA,NA,1.7,4.5
1972-73,27,PHI,NBA,SF,26,NA,23.2,4.9,11.2,0.441,2,2.4,0.855,NA,NA,5.5,1.7,NA,NA,3.1,11.9
1973-74,28,PHI,NBA,SF,56,NA,14.5,2.7,6.6,0.414,1.6,1.8,0.873,0.4,2,2.4,1.1,0.4,0.1,2.4,7
1974-75,29,KCO,NBA,SF,29,NA,4.8,0.9,1.9,0.5,0.3,0.4,0.833,0.1,0.3,0.4,0.2,0.1,0.1,0.7,2.2
Career,NA,,NBA,,379,NA,17.5,3.6,7.9,0.453,1.7,2.1,0.798,0.3,1.4,3.5,1,0.3,0.1,2,8.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,107,NA,15,2.8,5.7,0.484,1.4,1.8,0.759,NA,NA,2.7,0.7,NA,NA,1.8,6.9
2 seasons,NA,NYK,NBA,,85,NA,9.4,1.4,3.8,0.37,0.7,0.9,0.779,NA,NA,2,0.6,NA,NA,1.2,3.5
2 seasons,NA,PHI,NBA,,82,NA,17.2,3.4,8,0.426,1.7,2,0.866,0.4,2,3.4,1.3,0.4,0.1,2.6,8.6
1 season,NA,BUF,NBA,,76,NA,35.1,8.3,17.6,0.471,3.6,4.6,0.791,NA,NA,7.5,2,NA,NA,2.9,20.2
1 season,NA,KCO,NBA,,29,NA,4.8,0.9,1.9,0.5,0.3,0.4,0.833,0.1,0.3,0.4,0.2,0.1,0.1,0.7,2.2
