,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,19,CANISIUS,22,311,24,54,,,7,14,,68,,4,30,28,57,55,.444,,.500,14.1,2.5,3.1,
1982-83,20,CANISIUS,28,560,49,106,,,27,52,,131,,8,36,52,93,125,.462,,.519,20.0,4.5,4.7,
1983-84,21,CANISIUS,30,829,153,242,,,56,96,,175,,6,54,73,102,362,.632,,.583,27.6,12.1,5.8,
1984-85,22,CANISIUS,28,812,172,286,,,97,148,,192,,14,52,77,86,441,.601,,.655,29.0,15.8,6.9,
Career,,,108,2512,398,688,,,187,310,,566,,32,172,230,338,983,.578,,.603,23.3,9.1,5.2,
