Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1963-64,25,BAL,NBA,SF,78,1148,12.6,0.445,0.302,NA,NA,NA,NA,NA,NA,NA,-0.1,0.8,0.7,0.031,NA,NA,NA,NA,NA
1964-65,26,DET,NBA,SF,65,836,15.5,0.46,0.236,NA,NA,NA,11.1,NA,NA,NA,0.5,1,1.5,0.085,NA,NA,NA,NA,NA
1965-66,27,DET,NBA,SF,60,783,15.4,0.439,0.321,NA,NA,NA,8,NA,NA,NA,-0.3,1,0.7,0.044,NA,NA,NA,NA,NA
1966-67,28,CHI,NBA,SF,78,1655,12.9,0.455,0.287,NA,NA,NA,5.9,NA,NA,NA,-0.1,2,1.9,0.056,NA,NA,NA,NA,NA
1967-68,29,SDR,NBA,SF,69,2548,16,0.496,0.347,NA,NA,NA,9.9,NA,NA,NA,2.7,2.3,5,0.094,NA,NA,NA,NA,NA
1968-69,30,SDR,NBA,SF,81,3130,16.7,0.493,0.377,NA,NA,NA,9.6,NA,NA,NA,4,4.3,8.3,0.127,NA,NA,NA,NA,NA
1969-70,31,SDR,NBA,SF,56,1578,14.8,0.497,0.319,NA,NA,NA,6.5,NA,NA,NA,1.1,2,3.2,0.097,NA,NA,NA,NA,NA
1970-71,32,SEA,NBA,SF,79,2143,14.5,0.499,0.314,NA,NA,9.3,8.5,NA,NA,NA,2.3,1,3.3,0.075,NA,NA,NA,NA,NA
1971-72,33,SEA,NBA,SF,73,1857,13.4,0.526,0.345,NA,NA,8.6,6.3,NA,NA,NA,2.7,1,3.7,0.096,NA,NA,NA,NA,NA
1972-73,34,KCO,NBA,SF,77,1240,14.8,0.518,0.238,NA,NA,8.3,9.3,NA,NA,NA,2.1,0.1,2.2,0.084,NA,NA,NA,NA,NA
1973-74,35,KCO,NBA,SF,77,2091,15.6,0.528,0.325,6.3,12.9,9.6,7.9,1.7,0.4,NA,3.4,1.3,4.8,0.109,NA,0.9,-0.9,0,1.1
1974-75,36,KCO,NBA,SF,21,232,14.2,0.504,0.306,6.3,11.2,8.7,6.9,2.4,0.2,NA,0.2,0.3,0.5,0.096,NA,-1.6,-0.1,-1.6,0
Career,NA,,NBA,,814,19241,14.9,0.492,0.322,6.3,12.7,9,8.3,1.7,0.4,NA,18.5,17.2,35.8,0.089,NA,0.7,-0.9,-0.2,1.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SDR,NBA,,206,7256,16.1,0.495,0.354,NA,NA,NA,9,NA,NA,NA,7.8,8.6,16.5,0.109,NA,NA,NA,NA,NA
3 seasons,NA,KCO,NBA,,175,3563,15.2,0.523,0.291,6.3,12.7,9.1,8.3,1.7,0.4,NA,5.7,1.7,7.4,0.1,NA,0.7,-0.9,-0.2,1.1
2 seasons,NA,SEA,NBA,,152,4000,14,0.51,0.327,NA,NA,9,7.5,NA,NA,NA,5,2,7.1,0.085,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,125,1619,15.5,0.449,0.28,NA,NA,NA,9.6,NA,NA,NA,0.2,2,2.2,0.065,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,78,1655,12.9,0.455,0.287,NA,NA,NA,5.9,NA,NA,NA,-0.1,2,1.9,0.056,NA,NA,NA,NA,NA
1 season,NA,BAL,NBA,,78,1148,12.6,0.445,0.302,NA,NA,NA,NA,NA,NA,NA,-0.1,0.8,0.7,0.031,NA,NA,NA,NA,NA
