Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,36,KCO,NBA,SF,4,NA,22,2.2,13.4,0.167,11.2,13.4,0.833,2.2,6.7,8.9,2.2,2.2,0,6.7,15.7,NA,NA,98
Career,NA,,NBA,,4,NA,22,2.2,13.4,0.442,11.2,13.4,0.778,2.2,6.7,8.9,2.2,2.2,0,6.7,15.7,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KCO,NBA,,4,NA,22,2.2,13.4,0.167,11.2,13.4,0.833,2.2,6.7,8.9,2.2,2.2,0,6.7,15.7,NA,NA,98
1 season,NA,CHI,NBA,,0,NA,0,NA,NA,0.479,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SDR,NBA,,0,NA,0,NA,NA,0.44,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
