Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1960-61,22,LAL,NBA,PG,12,461,21.3,0.553,0.525,NA,NA,NA,19.8,NA,NA,NA,1.7,0.3,1.9,0.203,NA,NA,NA,NA,NA
1961-62,23,LAL,NBA,PG,13,557,22.2,0.544,0.484,NA,NA,NA,16.6,NA,NA,NA,2.2,0.2,2.4,0.209,NA,NA,NA,NA,NA
1962-63,24,LAL,NBA,PG,13,538,23.1,0.548,0.35,NA,NA,NA,19.2,NA,NA,NA,1.7,0.4,2.1,0.188,NA,NA,NA,NA,NA
1963-64,25,LAL,NBA,PG,5,206,25.1,0.564,0.461,NA,NA,NA,17.3,NA,NA,NA,1,-0.1,0.9,0.21,NA,NA,NA,NA,NA
1964-65,26,LAL,NBA,PG,11,470,26.7,0.534,0.439,NA,NA,NA,22.6,NA,NA,NA,1.9,0,1.9,0.189,NA,NA,NA,NA,NA
1965-66,27,LAL,NBA,PG,14,619,24.7,0.581,0.35,NA,NA,NA,20.1,NA,NA,NA,2.7,0.4,3.1,0.237,NA,NA,NA,NA,NA
1966-67,28,LAL,NBA,PG,1,1,18.1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0.01,NA,NA,NA,NA,NA
1967-68,29,LAL,NBA,SG,15,622,25.1,0.596,0.54,NA,NA,NA,20.2,NA,NA,NA,3.1,0.5,3.6,0.278,NA,NA,NA,NA,NA
1968-69,30,LAL,NBA,SG,18,757,25.2,0.542,0.482,NA,NA,NA,31.6,NA,NA,NA,3.2,1.1,4.3,0.274,NA,NA,NA,NA,NA
1969-70,31,LAL,NBA,PG,18,830,21.1,0.55,0.507,NA,NA,NA,26.7,NA,NA,NA,2.6,0.6,3.2,0.184,NA,NA,NA,NA,NA
1971-72,33,LAL,NBA,PG,15,608,18.8,0.445,0.312,NA,NA,5.4,35.1,NA,NA,NA,-0.2,1.2,1,0.078,NA,NA,NA,NA,NA
1972-73,34,LAL,NBA,PG,17,638,22.7,0.512,0.378,NA,NA,5.4,33.6,NA,NA,NA,1.5,0.9,2.4,0.184,NA,NA,NA,NA,NA
1973-74,35,LAL,NBA,PG,1,14,-1.6,0.222,0,0,15,6.8,11.5,0,0,NA,-0.1,0,-0.1,-0.302,NA,-11.8,-4.6,-16.4,-0.1
Career,NA,,NBA,,153,6321,23.1,0.541,0.435,0,15,5.4,24.8,0,0,NA,21.3,5.4,26.7,0.203,NA,-11.8,-4.6,-16.4,-0.1
