Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,22,LAL,NBA,PG,79,NA,2797,6.8,16.3,0.419,4.3,6.4,0.666,NA,NA,7.9,4.3,NA,NA,2.7,17.9
1961-62,23,LAL,NBA,PG,75,NA,3087,9.3,20.9,0.445,8.3,10.8,0.769,NA,NA,6.9,4.7,NA,NA,2,26.9
1962-63,24,LAL,NBA,PG,55,NA,2163,9.3,20.2,0.461,6.2,7.9,0.778,NA,NA,6.4,5.1,NA,NA,2.5,24.8
1963-64,25,LAL,NBA,PG,72,NA,2906,9.2,18.9,0.484,7.2,8.7,0.832,NA,NA,5.4,5,NA,NA,2.5,25.6
1964-65,26,LAL,NBA,PG,74,NA,3066,9.7,19.4,0.497,7.6,9.3,0.821,NA,NA,5.2,4.3,NA,NA,2.6,26.9
1965-66,27,LAL,NBA,PG,79,NA,3218,9.2,19.4,0.473,9.4,10.9,0.86,NA,NA,6.3,5.4,NA,NA,2.7,27.7
1966-67,28,LAL,NBA,PG,66,NA,2670,8.7,18.7,0.464,8.1,9.2,0.878,NA,NA,5.3,6,NA,NA,2.2,25.5
1967-68,29,LAL,NBA,SG,51,NA,1919,8.9,17.4,0.514,7.3,9,0.811,NA,NA,5.5,5.8,NA,NA,2.9,25.2
1968-69,30,LAL,NBA,SG,61,NA,2394,8.2,17.4,0.471,7.4,9,0.821,NA,NA,3.9,6.4,NA,NA,2.3,23.8
1969-70,31,LAL,NBA,PG,74,NA,3106,9.6,19.4,0.497,7.5,9.1,0.824,NA,NA,3.9,6.4,NA,NA,1.9,26.8
1970-71,32,LAL,NBA,PG,69,NA,2845,8.4,17.1,0.494,6.6,8,0.832,NA,NA,4,8.3,NA,NA,2.3,23.5
1971-72,33,LAL,NBA,PG,77,NA,2973,8.9,18.6,0.477,6.2,7.7,0.814,NA,NA,4,9,NA,NA,2.5,24
1972-73,34,LAL,NBA,PG,69,NA,2460,9,18.9,0.479,5,6.2,0.805,NA,NA,4.2,8.9,NA,NA,2,23
1973-74,35,LAL,NBA,PG,31,NA,967,8.6,19.3,0.447,6.1,7.4,0.833,1.1,3.2,4.3,7.7,3,0.9,3,23.4
Career,NA,,NBA,,932,NA,36571,8.9,18.7,0.474,7,8.7,0.814,1.1,3.2,5.3,6.1,3,0.9,2.4,24.8
