Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1960-61,22,LAL,NBA,PG,79,2797,16,0.468,0.393,NA,NA,NA,NA,NA,NA,NA,3.1,3.5,6.6,0.113,NA,NA,NA,NA,NA
1961-62,23,LAL,NBA,PG,75,3087,22.6,0.524,0.516,NA,NA,NA,NA,NA,NA,NA,9.8,3.1,12.9,0.201,NA,NA,NA,NA,NA
1962-63,24,LAL,NBA,PG,55,2163,21.9,0.523,0.393,NA,NA,NA,NA,NA,NA,NA,5.5,2.6,8.1,0.18,NA,NA,NA,NA,NA
1963-64,25,LAL,NBA,PG,72,2906,24.2,0.562,0.459,NA,NA,NA,NA,NA,NA,NA,12.2,1.8,14,0.232,NA,NA,NA,NA,NA
1964-65,26,LAL,NBA,PG,74,3066,25,0.572,0.477,NA,NA,NA,20,NA,NA,NA,14.8,1.9,16.7,0.261,NA,NA,NA,NA,NA
1965-66,27,LAL,NBA,PG,79,3218,24.6,0.573,0.564,NA,NA,NA,21.9,NA,NA,NA,14.4,2.7,17.1,0.256,NA,NA,NA,NA,NA
1966-67,28,LAL,NBA,PG,66,2670,22.7,0.559,0.494,NA,NA,NA,23.1,NA,NA,NA,9.4,2.3,11.7,0.21,NA,NA,NA,NA,NA
1967-68,29,LAL,NBA,SG,51,1919,23.2,0.59,0.521,NA,NA,NA,22.6,NA,NA,NA,8,1.6,9.6,0.241,NA,NA,NA,NA,NA
1968-69,30,LAL,NBA,SG,61,2394,22.3,0.557,0.516,NA,NA,NA,26.4,NA,NA,NA,8.6,2.1,10.8,0.216,NA,NA,NA,NA,NA
1969-70,31,LAL,NBA,PG,74,3106,24.6,0.572,0.469,NA,NA,NA,27.1,NA,NA,NA,11.5,3.7,15.2,0.234,NA,NA,NA,NA,NA
1970-71,32,LAL,NBA,PG,69,2845,23.5,0.571,0.467,NA,NA,5,32.3,NA,NA,NA,10.2,2.5,12.8,0.215,NA,NA,NA,NA,NA
1971-72,33,LAL,NBA,PG,77,2973,23.1,0.546,0.411,NA,NA,4.9,33.7,NA,NA,NA,8.4,4.9,13.3,0.216,NA,NA,NA,NA,NA
1972-73,34,LAL,NBA,PG,69,2460,23.2,0.533,0.326,NA,NA,5.4,35.5,NA,NA,NA,6.7,3.8,10.6,0.206,NA,NA,NA,NA,NA
1973-74,35,LAL,NBA,PG,31,967,22.4,0.519,0.382,3,7.8,5.5,32.5,3.6,1.1,NA,1.9,1.3,3.2,0.159,NA,3.3,1.4,4.7,1.6
Career,NA,,NBA,,932,36571,22.9,0.55,0.462,3,7.8,5.1,27.1,3.6,1.1,NA,124.6,37.9,162.6,0.213,NA,3.3,1.4,4.7,1.6
