,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,22,LAL,NBA,,17,,11,17,,,,,,,6,38
1961-62,23,LAL,NBA,,22,,19,,,,,,,,,63
1962-63,24,LAL,NBA,,21,,15,,,,,,,,,49
1963-64,25,LAL,NBA,,19,,18,20,,,,,,,,47
1964-65,26,LAL,NBA,,21,,19,30,,,,,,,,53
1965-66,27,LAL,NBA,,21,,20,24,,,,,,,,51
1966-67,28,LAL,NBA,,16,,20,23,,,,,,,,45
1967-68,29,LAL,NBA,,19,,17,19,,,,,,,,49
1968-69,30,LAL,NBA,,15,,14,17,,,,,,,,44
1969-70,31,LAL,NBA,,19,,18,20,,,,,,,,45
1970-71,32,LAL,NBA,,17,,16,20,,,,,,,,42
1971-72,33,LAL,NBA,,19,,15,22,,,,,,,,45
1972-73,34,LAL,NBA,,15,,12,13,,,,,,,,39
1973-74,35,LAL,NBA,,13,28,13,19,,,14,14,,,5,35
Career,,,,,22,,20,,,,,,,,,63
