Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,22,LAL,NBA,PG,12,NA,38.4,8.3,16.8,0.49,6.4,8.8,0.726,NA,NA,8.7,5.3,NA,NA,3.3,22.9
1961-62,23,LAL,NBA,PG,13,NA,42.8,11.1,23.8,0.465,9.3,11.5,0.807,NA,NA,6.8,4.4,NA,NA,2.9,31.5
1962-63,24,LAL,NBA,PG,13,NA,41.4,11.1,22,0.503,5.7,7.7,0.74,NA,NA,8.2,4.7,NA,NA,2.6,27.8
1963-64,25,LAL,NBA,PG,5,NA,41.2,11.4,23,0.496,8.4,10.6,0.792,NA,NA,7.2,3.4,NA,NA,4,31.2
1964-65,26,LAL,NBA,PG,11,NA,42.7,14.1,31.9,0.442,12.5,14,0.89,NA,NA,5.7,5.3,NA,NA,3.4,40.6
1965-66,27,LAL,NBA,PG,14,NA,44.2,13.2,25.5,0.518,7.8,8.9,0.872,NA,NA,6.3,5.6,NA,NA,2.9,34.2
1966-67,28,LAL,NBA,PG,1,NA,1,0,0,NA,0,0,NA,NA,NA,1,0,NA,NA,0,0
1967-68,29,LAL,NBA,SG,15,NA,41.5,11,20.9,0.527,8.8,11.3,0.781,NA,NA,5.4,5.5,NA,NA,3.1,30.8
1968-69,30,LAL,NBA,SG,18,NA,42.1,10.9,23.5,0.463,9.1,11.3,0.804,NA,NA,3.9,7.5,NA,NA,2.9,30.9
1969-70,31,LAL,NBA,PG,18,NA,46.1,10.9,23.2,0.469,9.4,11.8,0.802,NA,NA,3.7,8.4,NA,NA,3.1,31.2
1971-72,33,LAL,NBA,PG,15,NA,40.5,8.5,22.7,0.376,5.9,7.1,0.83,NA,NA,4.9,8.9,NA,NA,2.6,22.9
1972-73,34,LAL,NBA,PG,17,NA,37.5,8.9,19.8,0.449,5.8,7.5,0.78,NA,NA,4.5,7.8,NA,NA,2.9,23.6
1973-74,35,LAL,NBA,PG,1,NA,14,2,9,0.222,0,0,NA,0,2,2,1,0,0,1,4
Career,NA,,NBA,,153,NA,41.3,10.6,22.6,0.469,7.9,9.8,0.805,0,2,5.6,6.3,0,0,2.9,29.1
