,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,GSW,NBA,SG,53,1684,1%,53%,46%,1%,,-10.9,-2.1,76,53,41,19,72,0,519,11,33
2001-02,28,GSW,NBA,PG,78,1780,57%,43%,,,,-4.7,+2.1,63,46,59,13,127,0,595,17,42
2002-03,29,GSW,NBA,SG,55,1130,,89%,10%,,,+1.1,+3.0,39,31,41,9,52,0,394,7,21
2003-04,30,TOT,NBA,SG,80,1663,11%,84%,5%,,,+1.1,+0.4,58,26,40,15,86,0,530,11,29
2003-04,30,DET,NBA,SG,53,707,9%,82%,9%,,,+0.9,-6.8,23,8,24,6,26,0,198,1,11
2003-04,30,ATL,NBA,SG,27,956,12%,87%,2%,,,+1.1,+7.7,35,18,16,9,60,0,332,10,18
2004-05,31,HOU,NBA,PG,61,1922,91%,9%,,,,+4.6,-0.3,80,39,62,21,62,0,701,11,38
Career,,,NBA,,327,8179,36%,52%,12%,,,-1.8,+0.4,316,195,243,77,399,0,2739,57,163
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,GSW,NBA,,186,4594,23%,58%,19%,,,-5.5,+0.8,178,130,141,41,251,0,1508,35,96
1 season,,HOU,NBA,,61,1922,91%,9%,,,,+4.6,-0.3,80,39,62,21,62,0,701,11,38
1 season,,DET,NBA,,53,707,9%,82%,9%,,,+0.9,-6.8,23,8,24,6,26,0,198,1,11
1 season,,ATL,NBA,,27,956,12%,87%,2%,,,+1.1,+7.7,35,18,16,9,60,0,332,10,18
