,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1968-69,23,SEA,NBA,,5,,2,3,,,,10
1969-70,24,SEA,NBA,,2,,1,1,,,,5
Career,,,,,5,,2,3,,,,10
