,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,21,NJN,NBA,PF,4,154,,,,65%,35%,-11.2,+7.3,0,2,10,2,7,0,18,0,1
2005-06,22,NJN,NBA,PF,11,366,,,,63%,37%,-1.8,-2.3,3,7,23,6,20,4,18,3,7
2009-10,26,OKC,NBA,C,6,129,,,,,100%,-18.9,-30.0,3,1,6,0,8,0,11,2,3
2010-11,27,BOS,NBA,C,7,56,,,,,100%,-18.8,-22.9,0,2,6,1,2,1,4,1,0
Career,,,NBA,,28,705,,,,47%,53%,-8.3,-6.9,6,12,45,9,37,5,51,6,11
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,15,520,,,,63%,37%,-4.6,+0.6,3,9,33,8,27,4,36,3,8
1 season,,BOS,NBA,,7,56,,,,,100%,-18.8,-22.9,0,2,6,1,2,1,4,1,0
1 season,,OKC,NBA,,6,129,,,,,100%,-18.9,-30.0,3,1,6,0,8,0,11,2,3
