,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,24,INA,ABA,,7,,1,,,,2,2,,,,,,,,,17
1971-72,25,INA,ABA,,6,,2,,,,5,5,,,,,,,,,14
1972-73,26,KEN,ABA,,13,,3,,,,11,12,,,,,,,,,31
1973-74,27,TOT,ABA,,8,,2,,,,5,5,,,,,,,,,19
1973-74,27,UTS,ABA,,8,,2,,,,5,5,,,,,,,,,19
Career,,,,,13,,3,,,,11,12,,,,,,,,,31
2 Seasons,,INA,ABA,,7,,2,,,,5,5,,,,,,,,,17
1 Season,,KEN,ABA,,13,,3,,,,11,12,,,,,,,,,31
1 Season,,UTS,ABA,,8,,2,,,,5,5,,,,,,,,,19
