Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Deyonta Davis,,2.7,0.5,0.4
Michael Stewart,85.3,3,0.7,0.2
Evan Eschmeyer,84.0,2.5,0.7,0.5
Ed Mikan,80.8,2.7,0.8,NA
Jack Haley,79.7,2.2,0.4,0.3
George Johnson,78.7,2.4,0.3,0.2
Dave Hoppen,77.2,2.6,0.8,0
Sam Lacey,77.2,2.7,1.2,0.3
Will Perdue,74.2,2.3,0.5,-0.1
Chris Andersen,73.1,2.4,1.1,0.3
Jeff Wilkins,73.1,2.4,1,0.5
