Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,22,ATL,NBA,SF,63,62,2018,5,12.2,0.41,1.9,5.4,0.355,3.1,6.8,0.454,2,2.6,0.764,0.8,4.3,5.1,2,0.8,0.3,1.8,3.2,13.9
Career,NA,,NBA,,63,62,2018,5,12.2,0.41,1.9,5.4,0.355,3.1,6.8,0.454,2,2.6,0.764,0.8,4.3,5.1,2,0.8,0.3,1.8,3.2,13.9
