Season,Team,Lg,Salary
1996-97,Cleveland Cavaliers,NBA,"$300,000"
1997-98,Cleveland Cavaliers,NBA,"$500,000"
2000-01,San Antonio Spurs,NBA,"$548,500"
2001-02,Denver Nuggets,NBA,"$590,850"
Career,(may be incomplete),,"$1,939,350"
