Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,28,TOT,BAA,NA,60,NA,NA,0.339,0.341,NA,NA,NA,NA,NA,-1.4,3,1.6,NA
1948-49,28,FTW,BAA,NA,22,NA,NA,0.33,0.338,NA,NA,NA,NA,NA,-0.6,1,0.4,NA
1948-49,28,INJ,BAA,NA,38,NA,NA,0.342,0.342,NA,NA,NA,NA,NA,-0.7,2,1.2,NA
1949-50,29,BLB,NBA,NA,68,NA,NA,0.389,0.298,NA,NA,NA,NA,NA,0.7,1.9,2.6,NA
Career,NA,,TOT,NA,128,NA,NA,0.362,0.321,NA,NA,NA,NA,NA,-0.7,4.9,4.2,NA
,NA,,NBA,NA,68,NA,NA,0.389,0.298,NA,NA,NA,NA,NA,0.7,1.9,2.6,NA
,NA,,BAA,NA,60,NA,NA,0.339,0.341,NA,NA,NA,NA,NA,-1.4,3,1.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,NBA,NA,68,NA,NA,0.389,0.298,NA,NA,NA,NA,NA,0.7,1.9,2.6,NA
1 season,NA,INJ,BAA,NA,38,NA,NA,0.342,0.342,NA,NA,NA,NA,NA,-0.7,2,1.2,NA
1 season,NA,FTW,BAA,NA,22,NA,NA,0.33,0.338,NA,NA,NA,NA,NA,-0.6,1,0.4,NA
