Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,26,PHI,NBA,PG,1,1,18:00,3,8,0.375,0,0,NA,0,0,NA,0,1,1,0,0,0,0,6
1985-86,29,PHI,NBA,PG,1,0,14:00,3,6,0.5,0,0,NA,0,0,NA,0,0,2,2,0,3,0,6
1986-87,30,PHI,NBA,PG,1,0,8:00,1,2,0.5,0,0,NA,2,2,1,0,0,0,1,0,1,1,4
1987-88,31,PHI,NBA,PG,1,0,4:00,0,0,NA,0,0,NA,0,0,NA,0,2,1,0,0,0,1,0
Career,NA,,NBA,,4,1,44,7,16,0.438,0,0,NA,2,2,1,0,3,4,3,0,4,2,16
