,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1978-79,22,PHI,NBA,,12,19,,,,,9,12,,,8,13,,2,,5,33,
1979-80,23,PHI,NBA,,11,17,1,2,11,16,7,11,,,8,10,,1,,5,23,
1980-81,24,PHI,NBA,,10,15,0,1,10,15,8,9,,,7,11,,3,,6,22,
1981-82,25,PHI,NBA,,10,19,1,2,10,18,6,7,,,8,14,,2,,5,26,
1982-83,26,PHI,NBA,,12,18,1,1,12,18,11,14,2,4,6,10,4,1,5,4,26,24.2
1983-84,27,PHI,NBA,,8,16,0,1,8,16,4,4,1,3,4,7,5,0,4,4,20,16.1
1984-85,28,PHI,NBA,,10,15,0,3,10,15,11,11,3,7,8,9,5,2,4,5,27,24.0
1985-86,29,PHI,NBA,,12,20,0,2,12,19,11,12,2,9,10,13,3,1,6,4,30,25.3
1986-87,30,PHI,NBA,,12,18,0,1,12,17,7,7,1,4,4,11,4,2,3,5,26,23.3
1988-89,32,PHI,NBA,,9,17,0,1,9,16,6,7,2,5,7,16,3,1,1,2,19,24.1
1989-90,33,TOT,NBA,,8,14,0,1,8,13,6,6,2,6,7,12,3,1,4,4,21,20.2
1989-90,33,NYK,NBA,,8,14,0,1,8,13,6,6,2,6,7,12,3,1,4,4,21,20.2
1990-91,34,NYK,NBA,,7,10,1,2,6,8,1,2,2,3,3,7,2,1,4,3,15,11.0
1992-93,36,NJN,NBA,,5,7,0,0,5,7,0,1,2,2,3,5,2,1,4,1,10,8.9
Career,,,,,12,20,,,12,,11,14,,,10,16,,3,,6,33,
10 Seasons,,PHI,NBA,,12,20,,,12,,11,14,,,10,16,,3,,6,33,
2 Seasons,,NYK,NBA,,8,14,1,2,8,13,6,6,2,6,7,12,3,1,4,4,21,20.2
1 Season,,NJN,NBA,,5,7,0,0,5,7,0,1,2,2,3,5,2,1,4,1,10,8.9
