,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,MNM,ABA,,6,,0,,,,4,7,,,,,,,16
1968-69,24,MMF,ABA,,4,,0,,,,2,3,,,,,,,10
Career,,,,,6,,0,,,,4,7,,,,,,,16
