Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,25,CAR,ABA,NA,3,NA,8,0,18,0,0,0,NA,0,18,0,0,0,NA,9,13.5,22.5,0,0,13.5,0
Career,NA,,ABA,NA,3,NA,8,0,18,0,0,0,NA,0,18,0,0,0,NA,9,13.5,22.5,0,0,13.5,0
