Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,ATL,NBA,C,59,,22.9,3.1,7.4,.417,1.9,2.8,.683,1.9,4.9,6.8,1.0,0.6,0.7,,3.8,8.1
1977-78,22,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
1978-79,23,TOT,NBA,C,39,,12.2,1.7,4.0,.436,0.7,0.9,.730,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2
1978-79,23,HOU,NBA,C,5,,3.2,0.6,1.2,.500,0.4,0.4,1.000,0.4,0.8,1.2,0.0,0.0,0.0,0.2,1.0,1.6
1978-79,23,BOS,NBA,C,12,,10.9,1.8,4.0,.438,0.9,1.3,.733,1.0,1.5,2.5,0.5,0.3,0.3,1.1,2.2,4.4
1978-79,23,NYK,NBA,C,22,,15.0,2.0,4.6,.431,0.6,0.9,.700,1.4,2.4,3.8,0.4,0.3,0.3,0.9,2.0,4.6
Career,NA,,NBA,,98,,18.7,2.6,6.0,.422,1.4,2.1,.692,1.6,3.7,5.3,0.8,0.4,0.5,0.9,3.1,6.5
,NA,,,,,,,,,,,,,,,,,,,,,
1 season,NA,ATL,NBA,,59,,22.9,3.1,7.4,.417,1.9,2.8,.683,1.9,4.9,6.8,1.0,0.6,0.7,,3.8,8.1
1 season,NA,NYK,NBA,,22,,15.0,2.0,4.6,.431,0.6,0.9,.700,1.4,2.4,3.8,0.4,0.3,0.3,0.9,2.0,4.6
1 season,NA,BOS,NBA,,12,,10.9,1.8,4.0,.438,0.9,1.3,.733,1.0,1.5,2.5,0.5,0.3,0.3,1.1,2.2,4.4
1 season,NA,HOU,NBA,,5,,3.2,0.6,1.2,.500,0.4,0.4,1.000,0.4,0.8,1.2,0.0,0.0,0.0,0.2,1.0,1.6
