Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,ATL,NBA,C,59,NA,1354,4.8,11.6,0.417,3,4.4,0.683,3,7.7,10.7,1.6,0.9,1.1,NA,5.9,12.7
1978-79,23,TOT,NBA,C,39,NA,476,5.1,11.8,0.436,2,2.8,0.73,3.4,5.6,9,1.1,0.8,0.8,2.6,5.7,12.3
1978-79,23,HOU,NBA,C,5,NA,16,6.8,13.5,0.5,4.5,4.5,1,4.5,9,13.5,0,0,0,2.3,11.3,18
1978-79,23,BOS,NBA,C,12,NA,131,5.8,13.2,0.438,3,4.1,0.733,3.3,4.9,8.2,1.6,1.1,1.1,3.6,7.1,14.6
1978-79,23,NYK,NBA,C,22,NA,329,4.8,11.2,0.431,1.5,2.2,0.7,3.4,5.7,9.1,1,0.7,0.8,2.2,4.9,11.2
Career,NA,,NBA,,98,NA,1830,4.9,11.6,0.422,2.7,4,0.692,3.1,7.2,10.2,1.5,0.8,1,2.6,5.9,12.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,59,NA,1354,4.8,11.6,0.417,3,4.4,0.683,3,7.7,10.7,1.6,0.9,1.1,NA,5.9,12.7
1 season,NA,NYK,NBA,,22,NA,329,4.8,11.2,0.431,1.5,2.2,0.7,3.4,5.7,9.1,1,0.7,0.8,2.2,4.9,11.2
1 season,NA,BOS,NBA,,12,NA,131,5.8,13.2,0.438,3,4.1,0.733,3.3,4.9,8.2,1.6,1.1,1.1,3.6,7.1,14.6
1 season,NA,HOU,NBA,,5,NA,16,6.8,13.5,0.5,4.5,4.5,1,4.5,9,13.5,0,0,0,2.3,11.3,18
