Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,ATL,NBA,C,59,NA,1354,182,436,0.417,112,164,0.683,111,290,401,60,33,41,NA,223,476
1978-79,23,TOT,NBA,C,39,NA,476,68,156,0.436,27,37,0.73,45,74,119,15,10,11,34,76,163
1978-79,23,HOU,NBA,C,5,NA,16,3,6,0.5,2,2,1,2,4,6,0,0,0,1,5,8
1978-79,23,BOS,NBA,C,12,NA,131,21,48,0.438,11,15,0.733,12,18,30,6,4,4,13,26,53
1978-79,23,NYK,NBA,C,22,NA,329,44,102,0.431,14,20,0.7,31,52,83,9,6,7,20,45,102
Career,NA,,NBA,,98,NA,1830,250,592,0.422,139,201,0.692,156,364,520,75,43,52,34,299,639
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,59,NA,1354,182,436,0.417,112,164,0.683,111,290,401,60,33,41,NA,223,476
1 season,NA,NYK,NBA,,22,NA,329,44,102,0.431,14,20,0.7,31,52,83,9,6,7,20,45,102
1 season,NA,BOS,NBA,,12,NA,131,21,48,0.438,11,15,0.733,12,18,30,6,4,4,13,26,53
1 season,NA,HOU,NBA,,5,NA,16,3,6,0.5,2,2,1,2,4,6,0,0,0,1,5,8
