Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,NJA,ABA,C,78,2626,18.4,0.533,0,0.341,NA,NA,14.4,5.2,10.8,16.9,NA,5.2,2.7,7.9,0.145
1968-69,25,TOT,ABA,C,62,1399,15.9,0.509,0,0.308,NA,NA,14.6,6.8,12.9,16.2,NA,1.3,1.7,3,0.103
1968-69,25,NYA,ABA,C,25,677,15.6,0.507,0,0.391,NA,NA,14.3,7.3,13.6,17,NA,0.6,0.4,1.1,0.077
1968-69,25,KEN,ABA,C,8,94,3.9,0.392,0,0.364,NA,NA,11.6,8.3,23.9,13.2,NA,-0.1,0.1,0,0.015
1968-69,25,MNP,ABA,C,29,628,18,0.522,0,0.219,NA,NA,15.4,5.9,10.7,15.8,NA,0.8,1.1,1.9,0.145
Career,NA,,ABA,,140,4025,17.5,0.524,0,0.33,NA,NA,14.5,5.7,11.5,16.7,NA,6.5,4.4,10.9,0.13
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"NJA,NYA",ABA,,103,3303,17.8,0.527,0,0.351,NA,NA,14.4,5.6,11.4,16.9,NA,5.9,3.1,9,0.131
1 season,NA,MNP,ABA,,29,628,18,0.522,0,0.219,NA,NA,15.4,5.9,10.7,15.8,NA,0.8,1.1,1.9,0.145
1 season,NA,KEN,ABA,,8,94,3.9,0.392,0,0.364,NA,NA,11.6,8.3,23.9,13.2,NA,-0.1,0.1,0,0.015
