Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1971-72,22,CHI,NBA,SF,1,1,77.7,1,0,NA,NA,0,0,NA,0,0,0,1.516
Career,NA,,NBA,,1,1,77.7,1,0,NA,NA,0,0,NA,0,0,0,1.516
