,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1990-91,22,GSW,NBA,,7,10,0,0,7,10,6,6,9,8,16,2,3,2,4,6,16,16.2
1991-92,23,GSW,NBA,,10,13,0,1,10,13,6,9,7,12,17,4,5,3,4,6,20,21.4
1992-93,24,GSW,NBA,,9,16,0,1,9,16,7,10,9,12,20,5,4,3,3,6,24,19.8
1993-94,25,CLE,NBA,,12,19,0,1,12,19,10,13,8,11,17,3,5,3,5,6,25,22.2
1994-95,26,CLE,NBA,,11,20,0,1,11,20,11,16,10,14,20,5,3,3,5,6,29,25.0
1995-96,27,CLE,NBA,,7,13,0,0,7,13,7,10,8,8,11,2,3,3,5,6,19,19.5
1996-97,28,CLE,NBA,45:37,11,15,0,1,11,15,8,12,8,16,19,4,4,3,5,6,26,23.4
1997-98,29,MIL,NBA,54:11,8,18,0,1,8,18,8,11,11,16,20,5,5,3,6,6,18,20.3
1998-99,30,TOT,NBA,47:51,10,16,0,0,10,16,6,10,10,10,13,3,4,2,3,6,23,22.2
1998-99,30,MIL,NBA,35:21,9,15,0,0,9,15,6,10,7,8,12,2,4,2,3,5,20,18.7
1998-99,30,PHI,NBA,47:51,10,16,0,0,10,16,4,8,10,10,13,3,3,2,3,6,23,22.2
1999-00,31,PHI,NBA,46:07,10,19,0,1,10,19,8,11,8,17,20,3,5,3,6,6,22,21.3
2000-01,32,PHI,NBA,41:05,9,16,0,1,9,15,8,12,8,16,20,5,4,3,5,6,21,22.6
2001-02,33,CLE,NBA,41:52,6,12,0,1,6,12,8,10,8,13,17,4,2,5,4,6,16,16.8
2002-03,34,TOT,NBA,41:35,7,13,0,0,7,13,6,9,7,15,17,3,3,3,5,6,17,14.7
2002-03,34,CLE,NBA,41:35,7,13,0,0,7,13,5,6,6,15,17,3,3,3,5,6,17,14.7
2002-03,34,PHI,NBA,35:25,6,12,0,0,6,12,6,9,7,6,11,1,3,2,2,5,14,13.0
2003-04,35,MIA,NBA,11:58,3,3,0,0,3,3,2,2,2,2,4,0,0,1,1,4,6,3.6
Career,,,,54:11,12,20,0,1,12,20,11,16,11,17,20,5,5,5,6,6,29,25.0
6 Seasons,,CLE,NBA,45:37,12,20,0,1,12,20,11,16,10,16,20,5,5,5,5,6,29,25.0
3 Seasons,,GSW,NBA,,10,16,0,1,10,16,7,10,9,12,20,5,5,3,4,6,24,21.4
4 Seasons,,PHI,NBA,47:51,10,19,0,1,10,19,8,12,10,17,20,5,5,3,6,6,23,22.6
2 Seasons,,MIL,NBA,54:11,9,18,0,1,9,18,8,11,11,16,20,5,5,3,6,6,20,20.3
1 Season,,MIA,NBA,11:58,3,3,0,0,3,3,2,2,2,2,4,0,0,1,1,4,6,3.6
