Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,27,WAT,NBA,NA,61,NA,NA,0.479,0.375,NA,NA,NA,NA,NA,6,-0.7,5.3,NA
1950-51,28,TOT,NBA,NA,48,NA,NA,0.429,0.298,NA,NA,NA,NA,NA,0.8,0.8,1.7,NA
1950-51,28,BOS,NBA,NA,32,NA,NA,0.436,0.31,NA,NA,NA,NA,NA,0.6,0.4,1,NA
1950-51,28,TRI,NBA,NA,16,NA,NA,0.419,0.278,NA,NA,NA,NA,NA,0.2,0.5,0.7,NA
Career,NA,,NBA,NA,109,NA,NA,0.463,0.35,NA,NA,NA,NA,NA,6.8,0.1,7,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,WAT,NBA,NA,61,NA,NA,0.479,0.375,NA,NA,NA,NA,NA,6,-0.7,5.3,NA
1 season,NA,BOS,NBA,NA,32,NA,NA,0.436,0.31,NA,NA,NA,NA,NA,0.6,0.4,1,NA
1 season,NA,TRI,NBA,NA,16,NA,NA,0.419,0.278,NA,NA,NA,NA,NA,0.2,0.5,0.7,NA
