,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,27,WAT,NBA,,12,,10,13,,,,28
1950-51,28,TOT,NBA,,9,,5,,,,,22
1950-51,28,BOS,NBA,,7,,5,8,,,,15
1950-51,28,TRI,NBA,,9,,4,,,,,22
Career,,,,,12,,10,,,,,28
1 Season,,WAT,NBA,,12,,10,13,,,,28
1 Season,,BOS,NBA,,7,,5,8,,,,15
1 Season,,TRI,NBA,,9,,4,,,,,22
