Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,22,IND,NBA,PF,3,0,69,2.1,5.2,0.4,0,0,NA,2.1,5.2,0.4,0,0,NA,2.6,7.3,9.9,1,0,2.6,0.5,4.2,4.2
1992-93,23,IND,NBA,PF,4,4,117,2.5,3.7,0.667,0,0,NA,2.5,3.7,0.667,0.3,1.2,0.25,1.2,8.6,9.8,1.2,1.2,1.2,0.9,4.6,5.2
1993-94,24,IND,NBA,PF,16,16,578,3.5,6.6,0.528,0,0.1,0,3.5,6.5,0.533,0.7,2.2,0.306,3.9,6,9.9,0.7,1.1,1.1,1.9,3.2,7.7
1994-95,25,IND,NBA,PF,17,17,490,4.1,7.7,0.533,0,0,NA,4.1,7.7,0.533,1.7,3.5,0.489,3.9,6.1,10,0.4,0.5,1,1.6,4.1,9.9
1995-96,26,IND,NBA,PF,5,5,184,3.1,6.1,0.516,0,0,NA,3.1,6.1,0.516,0.8,2.2,0.364,3.9,7,11,0.8,0.6,1.2,2,3.1,7
1997-98,28,IND,NBA,C,16,16,466,4.3,6.6,0.651,0,0,NA,4.3,6.6,0.651,2.2,4.9,0.453,3.4,5.9,9.3,0.9,0.4,1.4,1.6,3.2,10.9
1998-99,29,IND,NBA,PF,13,13,394,4.1,7,0.584,0,0,NA,4.1,7,0.584,2.6,4.6,0.56,4.1,7.9,12.1,1,0.9,1.6,1.9,3.8,10.8
1999-00,30,IND,NBA,C,23,23,714,4,7.6,0.523,0,0,NA,4,7.6,0.523,1.6,3,0.542,4.2,9.1,13.3,0.9,0.6,1.6,0.9,4.2,9.6
2000-01,31,POR,NBA,C,2,0,20,0,3.6,0,0,1.8,0,0,1.8,0,1.8,3.6,0.5,5.4,1.8,7.2,0,1.8,0,1.8,12.6,1.8
2001-02,32,POR,NBA,C,3,3,70,1.5,5.7,0.273,0,0,NA,1.5,5.7,0.273,0.5,1,0.5,3.1,7.2,10.3,2.1,2.1,1.5,1,8.2,3.6
2002-03,33,POR,NBA,C,6,6,162,3.1,5.3,0.583,0,0,NA,3.1,5.3,0.583,3.8,5.8,0.654,4.4,6.2,10.7,2,1.1,0.4,2.2,2.4,10
2004-05,35,IND,NBA,C,13,13,311,3,6.7,0.448,0,0,NA,3,6.7,0.448,2,2.9,0.68,4.3,5.1,9.4,0.6,1,0.7,1,4.1,8
2005-06,36,DET,NBA,C,8,0,36,0,6,0,0,0,NA,0,6,0,2,4,0.5,1,8,9,1,0,0,3,11,2
2006-07,37,DET,NBA,C,8,0,51,2.1,5.6,0.375,0,0,NA,2.1,5.6,0.375,1.4,2.8,0.5,3.5,4.9,8.5,0.7,1.4,1.4,1.4,9.9,5.6
Career,NA,,NBA,,137,116,3662,3.6,6.8,0.533,0,0,0,3.6,6.7,0.534,1.7,3.3,0.503,3.8,6.9,10.7,0.9,0.8,1.2,1.5,4,8.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,IND,NBA,,110,107,3323,3.7,6.9,0.544,0,0,0,3.7,6.9,0.545,1.6,3.2,0.49,3.8,7,10.8,0.8,0.7,1.3,1.5,3.8,9.1
2 seasons,NA,DET,NBA,,16,0,87,1.2,5.8,0.214,0,0,NA,1.2,5.8,0.214,1.7,3.3,0.5,2.5,6.2,8.7,0.8,0.8,0.8,2.1,10.3,4.1
3 seasons,NA,POR,NBA,,11,9,252,2.4,5.3,0.459,0,0.1,0,2.4,5.1,0.472,2.7,4.3,0.633,4.1,6.1,10.3,1.9,1.4,0.7,1.9,4.9,7.6
