Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,22,IND,NBA,PF,64,23,1301,4.3,7.7,0.552,0,0,0,4.3,7.7,0.554,2.4,4.2,0.572,4.4,7,11.3,0.8,0.7,2,1.4,5.3,10.9
1992-93,23,IND,NBA,PF,82,82,2264,4.8,8.5,0.568,0,0,NA,4.8,8.5,0.568,1.9,3.6,0.529,4.6,6.9,11.5,1.1,1,2.4,1.3,4.4,11.6
1993-94,24,IND,NBA,PF,66,64,2292,4.8,9.1,0.529,0,0,0,4.8,9.1,0.53,2.4,4.6,0.527,4.4,6.9,11.3,1.6,0.8,1.7,1.6,3.4,12.1
1994-95,25,IND,NBA,PF,74,70,2346,5,8.8,0.563,0,0,0,5,8.8,0.563,2.1,4,0.533,4,6.7,10.7,0.9,1.1,1.8,1.9,3.4,12.1
1995-96,26,IND,NBA,PF,78,77,2617,4.6,8.2,0.558,0,0,NA,4.6,8.2,0.558,1.9,4,0.467,3.5,6.3,9.8,1,0.8,1.5,1.6,3.3,11
1996-97,27,IND,NBA,PF,80,76,2589,5.1,9.6,0.538,0,0,NA,5.1,9.6,0.538,1.3,3,0.428,4.2,6.5,10.7,0.8,0.8,1.1,1.5,3.2,11.6
1997-98,28,IND,NBA,C,78,78,2174,4.5,8.2,0.548,0,0,NA,4.5,8.2,0.548,1.3,2.8,0.465,3.9,6.3,10.1,1.2,0.8,1.4,1.2,3.5,10.4
1998-99,29,IND,NBA,PF,50,50,1374,4.2,7.9,0.533,0,0,NA,4.2,7.9,0.533,2,3.2,0.618,4.1,6.8,10.9,0.6,0.5,1.5,1.1,3,10.4
1999-00,30,IND,NBA,C,74,72,2127,5.1,10.2,0.502,0,0,NA,5.1,10.2,0.502,2.4,3.4,0.685,4.3,8,12.3,1.1,0.9,1.6,1.5,3.4,12.6
2000-01,31,POR,NBA,C,81,43,2162,4,8.1,0.497,0,0.1,0,4,8,0.501,1.6,2.5,0.632,3.9,6.2,10.1,1.7,0.7,1.3,1.1,3.3,9.7
2001-02,32,POR,NBA,C,78,77,2447,4.4,8.5,0.51,0,0,NA,4.4,8.5,0.51,2.2,3.1,0.708,3.9,6.3,10.1,1.4,0.9,1.2,0.9,2.8,10.9
2002-03,33,POR,NBA,C,78,78,2282,3.7,6.9,0.541,0,0,NA,3.7,6.9,0.541,1.7,2.6,0.633,3.7,5.2,8.9,1.5,0.8,1.1,1.1,3,9.1
2003-04,34,POR,NBA,C,76,37,1682,2.8,6,0.473,0,0,NA,2.8,6,0.473,1.4,2.3,0.613,3.4,5.1,8.5,1.5,0.9,1.3,0.9,3.3,7.1
2004-05,35,TOT,NBA,C,61,28,1307,3.1,6.4,0.479,0,0,NA,3.1,6.4,0.479,1.7,2.7,0.606,4.2,6.1,10.3,1.3,0.9,1.8,1.2,4.5,7.8
2004-05,35,GSW,NBA,C,36,3,577,2.8,6.8,0.413,0,0,NA,2.8,6.8,0.413,1.4,2.4,0.579,3.8,5.7,9.5,1.4,0.8,2,1.2,4.9,7
2004-05,35,IND,NBA,C,25,25,730,3.3,6.2,0.536,0,0,NA,3.3,6.2,0.536,1.9,3,0.623,4.5,6.5,10.9,1.2,0.9,1.6,1.1,4.1,8.5
2005-06,36,DET,NBA,C,28,2,178,1.8,4.9,0.375,0,0.2,0,1.8,4.7,0.391,1.6,3,0.533,4.2,6.5,10.7,1.2,0,1.8,0.8,4.7,5.3
2006-07,37,DET,NBA,C,46,6,464,2.6,5.7,0.446,0,0,NA,2.6,5.7,0.446,1.3,2,0.654,4.6,6.1,10.6,0.9,0.8,2.6,1.2,4.6,6.4
Career,NA,,NBA,,1094,863,29606,4.4,8.2,0.53,0,0,0,4.4,8.2,0.53,1.9,3.3,0.562,4,6.4,10.5,1.2,0.8,1.5,1.3,3.5,10.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,IND,NBA,,671,617,19814,4.7,8.7,0.543,0,0,0,4.7,8.7,0.543,1.9,3.6,0.531,4.1,6.8,10.9,1,0.9,1.6,1.5,3.6,11.4
4 seasons,NA,POR,NBA,,313,235,8573,3.8,7.5,0.508,0,0,0,3.8,7.5,0.51,1.7,2.7,0.654,3.7,5.8,9.5,1.5,0.8,1.2,1,3.1,9.4
2 seasons,NA,DET,NBA,,74,8,642,2.4,5.5,0.429,0,0.1,0,2.4,5.4,0.433,1.4,2.3,0.61,4.5,6.2,10.7,1,0.6,2.4,1.1,4.6,6.1
1 season,NA,GSW,NBA,,36,3,577,2.8,6.8,0.413,0,0,NA,2.8,6.8,0.413,1.4,2.4,0.579,3.8,5.7,9.5,1.4,0.8,2,1.2,4.9,7
