Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Rudy Macklin,,1.8,1.4,0.1
Tony Brown,92.9,1.8,1.3,0.2
Rasual Butler,91.2,1.7,1.6,0.1
Andy Johnson,90.8,1.8,1.3,0.3
Sam Mack,89.4,1.9,1.3,0.3
Joel Freeland,88.4,1.6,1.4,0.2
Thomas Robinson,88.4,1.6,1.5,-0.1
Kenny Battle,88.3,1.9,1.3,0.3
Jon Leuer,88.2,2,1.4,0.2
Mike Muscala,87.6,1.9,1.6,0.2
Jerry Chambers,87.4,1.5,1.4,0
