Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,23,IND,NBA,PF,5,0,79,3.6,10.9,0.333,0,0.5,0,3.6,10.5,0.348,4.1,5,0.818,3.6,4.6,8.2,2.7,1.8,0.5,2.3,7.7,11.4
2011-12,24,LAL,NBA,PF,6,0,16,2.3,9,0.25,0,2.3,0,2.3,6.8,0.333,0,0,NA,0,9,9,2.3,0,2.3,4.5,2.3,4.5
2013-14,26,CHA,NBA,PF,4,4,154,3.5,7.7,0.455,1.9,4,0.471,1.6,3.7,0.438,1.9,2.3,0.8,0.2,6.1,6.3,3.5,0.9,0.2,1.4,3,10.8
2015-16,28,MIA,NBA,PF,10,0,134,4.3,9.1,0.471,0,1.9,0,4.3,7.3,0.593,1.6,1.6,1,1.9,5.1,7,2.4,1.3,1.3,1.1,5.4,10.2
Career,NA,,NBA,,25,4,383,3.8,8.9,0.421,0.8,2.4,0.308,3,6.5,0.464,2.2,2.5,0.852,1.5,5.5,7,2.9,1.2,0.8,1.6,4.8,10.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIA,NBA,,10,0,134,4.3,9.1,0.471,0,1.9,0,4.3,7.3,0.593,1.6,1.6,1,1.9,5.1,7,2.4,1.3,1.3,1.1,5.4,10.2
1 season,NA,LAL,NBA,,6,0,16,2.3,9,0.25,0,2.3,0,2.3,6.8,0.333,0,0,NA,0,9,9,2.3,0,2.3,4.5,2.3,4.5
1 season,NA,IND,NBA,,5,0,79,3.6,10.9,0.333,0,0.5,0,3.6,10.5,0.348,4.1,5,0.818,3.6,4.6,8.2,2.7,1.8,0.5,2.3,7.7,11.4
1 season,NA,CHA,NBA,,4,4,154,3.5,7.7,0.455,1.9,4,0.471,1.6,3.7,0.438,1.9,2.3,0.8,0.2,6.1,6.3,3.5,0.9,0.2,1.4,3,10.8
