,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,20,POR,NBA,11:35,3,5,0,1,3,4,0,0,1,4,4,1,1,0,1,1,6,5.4
2008-09,21,IND,NBA,28:23,5,12,0,4,5,10,2,4,3,9,11,5,2,4,3,6,12,13.4
2009-10,22,IND,NBA,33:18,8,15,2,4,7,12,3,5,5,10,12,5,2,3,2,6,18,21.5
2010-11,23,IND,NBA,32:47,8,12,4,6,6,11,5,8,7,10,13,7,3,4,8,6,20,20.6
2011-12,24,LAL,NBA,37:43,6,12,2,3,4,9,4,4,5,7,9,4,3,2,3,5,16,13.1
2012-13,25,TOT,NBA,42:47,7,13,3,5,7,13,7,9,7,12,16,9,3,3,5,6,20,22.7
2012-13,25,ORL,NBA,39:31,4,12,2,5,4,7,6,6,5,9,14,8,2,3,3,5,12,13.5
2012-13,25,CHA,NBA,42:47,7,13,3,5,7,13,7,9,7,12,16,9,3,2,5,6,20,22.7
2013-14,26,CHA,NBA,44:17,8,16,6,12,5,10,5,7,4,9,11,13,4,3,3,5,24,22.7
2014-15,27,MIA,NBA,33:02,6,8,2,3,4,5,4,5,3,7,8,7,3,1,4,5,14,14.4
2015-16,28,MIA,NBA,29:58,8,13,3,5,5,8,4,4,3,6,9,10,3,1,3,5,19,21.3
2016-17,29,MIA,NBA,30:24,5,13,3,5,5,11,2,2,3,7,8,5,2,1,5,3,13,11.7
2017-18,30,DAL,NBA,3:08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4
Career,,,,44:17,8,16,6,12,7,13,7,9,7,12,16,13,4,4,8,6,24,22.7
3 Seasons,,IND,NBA,33:18,8,15,4,6,7,12,5,8,7,10,13,7,3,4,8,6,20,21.5
2 Seasons,,CHA,NBA,44:17,8,16,6,12,7,13,7,9,7,12,16,13,4,3,5,6,24,22.7
3 Seasons,,MIA,NBA,33:02,8,13,3,5,5,11,4,5,3,7,9,10,3,1,5,5,19,21.3
1 Season,,LAL,NBA,37:43,6,12,2,3,4,9,4,4,5,7,9,4,3,2,3,5,16,13.1
1 Season,,ORL,NBA,39:31,4,12,2,5,4,7,6,6,5,9,14,8,2,3,3,5,12,13.5
1 Season,,POR,NBA,11:35,3,5,0,1,3,4,0,0,1,4,4,1,1,0,1,1,6,5.4
1 Season,,DAL,NBA,3:08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4
