,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,POR,NBA,C,3,17,,,,,100%,+6.3,+19.6,0,1,0,0,1,0,0,0,0
2011-12,24,IND,NBA,C,4,9,,,,,100%,-65.0,-67.7,0,0,1,0,0,0,0,0,0
2012-13,25,IND,NBA,PF,9,71,,,24%,76%,,-8.8,-10.1,1,0,7,2,0,0,3,0,1
2013-14,26,SAS,NBA,PF,17,65,,,66%,21%,14%,+4.9,-5.6,0,0,3,1,2,0,12,0,0
2014-15,27,SAS,NBA,PF,3,12,,,68%,30%,2%,+17.2,+17.0,0,0,0,0,0,0,4,0,1
2015-16,28,LAC,NBA,C,2,2,,,,74%,26%,+33.3,+33.7,0,0,0,0,1,0,0,1,0
Career,,,NBA,,38,176,,,39%,41%,20%,-2.9,-6.1,1,1,11,3,4,0,19,1,2
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,20,77,,,66%,22%,12%,+6.8,-2.1,0,0,3,1,2,0,16,0,1
2 seasons,,IND,NBA,,13,80,,,21%,67%,11%,-15.1,-16.6,1,0,8,2,0,0,3,0,1
1 season,,POR,NBA,,3,17,,,,,100%,+6.3,+19.6,0,1,0,0,1,0,0,0,0
1 season,,LAC,NBA,,2,2,,,,74%,26%,+33.3,+33.7,0,0,0,0,1,0,0,1,0
