Season,Team,Lg,Salary
2015-16,Philadelphia 76ers,NBA,"$525,093"
2016-17,Philadelphia 76ers,NBA,"$874,636"
2017-18,Philadelphia 76ers,NBA,"$1,471,382"
2018-19,Philadelphia 76ers,NBA,"$1,600,520"
Career,(may be incomplete),,"$4,471,631"
