,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,25,PHI,NBA,PG,10,155,100%,,,,,+13.6,+15.7,4,1,7,0,3,3,55,3,0
2018-19,26,PHI,NBA,PG,9,75,100%,,,,,-16.3,-21.7,1,0,4,0,0,1,27,0,0
Career,,,NBA,,19,230,100%,,,,,+3.8,+3.5,5,1,11,0,3,4,82,3,0
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,19,230,100%,,,,,+3.8,+3.5,5,1,11,0,3,4,82,3,0
