Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1976-77,29,LAL,NBA,PG,7,NA,186,8,20.4,0.39,3.2,4.7,0.684,1.7,6.2,8,6,2.7,0.7,NA,4.5,19.2,NA,NA,99
1978-79,31,KCK,NBA,PG,5,NA,73,9.2,19.7,0.469,3.7,3.7,1,1.2,3.1,4.3,1.8,1.2,0.6,3.1,4.3,22.2,NA,101,103
Career,NA,,NBA,,12,NA,259,8.3,20.2,0.449,3.4,4.4,0.756,1.6,5.3,6.9,4.8,2.3,0.7,0.9,4.4,20,NA,101,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,7,NA,186,8,20.4,0.39,3.2,4.7,0.684,1.7,6.2,8,6,2.7,0.7,NA,4.5,19.2,NA,NA,99
1 season,NA,KCK,NBA,,5,NA,73,9.2,19.7,0.469,3.7,3.7,1,1.2,3.1,4.3,1.8,1.2,0.6,3.1,4.3,22.2,NA,101,103
3 seasons,NA,MIL,NBA,,0,NA,0,NA,NA,0.461,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
