Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23,MIL,NBA,PG,14,NA,312,4.7,9.3,0.506,2.3,3.2,0.714,NA,NA,4.6,6,NA,NA,NA,3.5,11.8
1971-72,24,MIL,NBA,PG,11,NA,386,7.3,15.5,0.47,3.8,5,0.759,NA,NA,3.5,3.9,NA,NA,NA,2.8,18.4
1972-73,25,MIL,NBA,PG,6,NA,203,6.4,15.8,0.404,3.9,5,0.786,NA,NA,2.8,3.7,NA,NA,NA,2.7,16.7
1976-77,29,LAL,NBA,PG,7,NA,186,6.2,15.9,0.39,2.5,3.7,0.684,1.4,4.8,6.2,4.6,2.1,0.6,NA,3.5,14.9
1978-79,31,KCK,NBA,PG,5,NA,73,7.4,15.8,0.469,3,3,1,1,2.5,3.5,1.5,1,0.5,2.5,3.5,17.8
Career,NA,,NBA,,43,NA,1160,6.3,14,0.449,3.2,4.2,0.756,1.3,4.2,4.1,4.4,1.8,0.6,2.5,3.1,15.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,31,NA,901,6.2,13.4,0.461,3.3,4.4,0.755,NA,NA,3.8,4.6,NA,NA,NA,3,15.7
1 season,NA,LAL,NBA,,7,NA,186,6.2,15.9,0.39,2.5,3.7,0.684,1.4,4.8,6.2,4.6,2.1,0.6,NA,3.5,14.9
1 season,NA,KCK,NBA,,5,NA,73,7.4,15.8,0.469,3,3,1,1,2.5,3.5,1.5,1,0.5,2.5,3.5,17.8
