Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23,MIL,NBA,PG,14,NA,312,41,81,0.506,20,28,0.714,NA,NA,40,52,NA,NA,NA,30,102
1971-72,24,MIL,NBA,PG,11,NA,386,78,166,0.47,41,54,0.759,NA,NA,38,42,NA,NA,NA,30,197
1972-73,25,MIL,NBA,PG,6,NA,203,36,89,0.404,22,28,0.786,NA,NA,16,21,NA,NA,NA,15,94
1976-77,29,LAL,NBA,PG,7,NA,186,32,82,0.39,13,19,0.684,7,25,32,24,11,3,NA,18,77
1978-79,31,KCK,NBA,PG,5,NA,73,15,32,0.469,6,6,1,2,5,7,3,2,1,5,7,36
Career,NA,,NBA,,43,NA,1160,202,450,0.449,102,135,0.756,9,30,133,142,13,4,5,100,506
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,31,NA,901,155,336,0.461,83,110,0.755,NA,NA,94,115,NA,NA,NA,75,393
1 season,NA,LAL,NBA,,7,NA,186,32,82,0.39,13,19,0.684,7,25,32,24,11,3,NA,18,77
1 season,NA,KCK,NBA,,5,NA,73,15,32,0.469,6,6,1,2,5,7,3,2,1,5,7,36
