Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1968-69,27,LAL,NBA,PF,3,10,-3.4,0.151,1.5,NA,NA,NA,12.1,NA,-0.1,0,0,-0.207
Career,NA,,NBA,,3,10,-3.4,0.151,1.5,NA,NA,NA,12.1,NA,-0.1,0,0,-0.207
