,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,24,CHI,NBA,C,82,989,.553,2.0,1.000,.872,.121,.007,.000,.000,.553,.593,.235,1.000,,,.590,.376,51,,,,0,0
2011-12,25,CHI,NBA,C,66,971,.506,2.4,1.000,.788,.186,.013,.013,.000,.506,.545,.379,.500,.000,,.696,.199,27,,,,0,0
2012-13,26,HOU,NBA,C,82,2464,.541,2.5,.998,.788,.184,.013,.013,.002,.542,.607,.274,.375,.500,.000,.696,.217,127,,1.000,.000,0,0
2013-14,27,HOU,NBA,C,48,968,.532,2.8,1.000,.784,.174,.021,.021,.000,.532,.597,.273,.750,.000,,.644,.211,36,,,,0,0
2014-15,28,NOP,NBA,C,76,1982,.517,1.8,1.000,.896,.090,.012,.002,.000,.517,.553,.216,.200,.000,,.690,.223,81,,,,0,0
2015-16,29,NOP,NBA,C,68,1178,.533,1.5,1.000,.851,.133,.015,.005,.000,.533,.590,.231,.000,.000,,.712,.231,43,,,,0,0
2016-17,30,NOP,NBA,C,31,482,.477,1.6,1.000,.892,.092,.000,.000,.000,.477,.517,.000,,,,.677,.246,14,,,,0,0
2017-18,31,TOT,NBA,C,18,182,.409,2.9,1.000,.818,.091,.045,.045,.000,.409,.389,.500,1.000,.000,,1.000,.045,1,,,,0,0
2017-18,31,NOP,NBA,C,14,121,.438,3.3,1.000,.813,.063,.063,.063,.000,.438,.385,1.000,1.000,.000,,1.000,.063,1,,,,0,0
2017-18,31,CHI,NBA,C,4,61,.333,1.7,1.000,.833,.167,.000,.000,.000,.333,.400,.000,,,,1.000,.000,0,,,,0,0
Career,,,NBA,,471,9216,.528,2.2,.999,.830,.147,.013,.009,.001,.528,.579,.266,.417,.235,.000,.684,.229,380,,1.000,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,NOP,NBA,,189,3763,.516,1.7,1.000,.881,.102,.013,.004,.000,.516,.556,.214,.222,.000,,.701,.224,139,,,,0,0
3 seasons,,CHI,NBA,,152,2021,.525,2.2,1.000,.828,.155,.010,.007,.000,.525,.566,.319,.667,.000,,.648,.277,78,,,,0,0
2 seasons,,HOU,NBA,,130,3432,.539,2.6,.999,.787,.182,.015,.015,.001,.539,.605,.274,.500,.333,.000,.684,.215,163,,1.000,.000,0,0
