,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,34,PHO,NBA,PF,4,114,,,,74%,26%,-4.3,+15.2,4,2,8,2,9,0,9,2,3
2001-02,35,DET,NBA,PF,10,409,,,1%,89%,10%,+2.2,+15.6,14,7,12,0,12,0,72,0,5
2002-03,36,DET,NBA,PF,17,525,,,3%,97%,,-1.5,-6.0,14,8,21,3,15,0,108,1,6
2004-05,38,NJN,NBA,PF,4,71,,,,77%,23%,-12.5,+0.7,0,0,9,0,0,0,13,0,0
2005-06,39,NJN,NBA,PF,8,198,,,,84%,16%,-0.7,+0.6,7,2,13,0,2,3,10,1,0
2006-07,40,NJN,NBA,C,4,20,,,,13%,88%,-22.6,-24.9,1,0,1,0,0,0,0,0,0
Career,,,NBA,,47,1337,,,1%,88%,10%,-1.4,+3.5,40,19,64,5,38,3,212,4,14
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,27,934,,,2%,94%,4%,+0.1,+3.5,28,15,33,3,27,0,180,1,11
3 seasons,,NJN,NBA,,16,289,,,,77%,23%,-5.1,-1.1,8,2,23,0,2,3,23,1,0
1 season,,PHO,NBA,,4,114,,,,74%,26%,-4.3,+15.2,4,2,8,2,9,0,9,2,3
