Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,22,BLB,BAA,,37,NA,NA,0.407,0.385,NA,NA,NA,NA,NA,3.9,0.8,4.7,NA
1949-50,24,BLB,NBA,,60,NA,NA,0.403,0.398,NA,NA,NA,NA,NA,2,2.1,4.1,NA
1950-51,25,BLB,NBA,,41,NA,NA,0.384,0.391,NA,NA,NA,NA,NA,-0.2,1.1,0.8,NA
1952-53,27,BLB,NBA,SG,69,1955,14.5,0.436,0.521,NA,NA,NA,NA,NA,1.8,0.5,2.2,0.055
1953-54,28,BLB,NBA,PG,72,2505,13.5,0.404,0.398,NA,NA,NA,NA,NA,0.2,0.9,1.1,0.02
1954-55,29,TOT,NBA,SG,38,670,NA,0.378,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,29,BLB,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,29,NYK,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,29,PHW,NBA,SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,TOT,,317,5130,13.9,0.407,0.422,NA,NA,NA,NA,NA,7.6,5.3,12.9,0.031
,NA,,NBA,,280,5130,13.9,0.407,0.427,NA,NA,NA,NA,NA,3.7,4.5,8.2,0.031
,NA,,BAA,,37,NA,NA,0.407,0.385,NA,NA,NA,NA,NA,3.9,0.8,4.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BLB,BAA,,279,4460,13.9,0.409,0.421,NA,NA,NA,NA,NA,7.6,5.3,12.9,0.035
1 season,NA,PHW,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
