Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,KEN,ABA,SF,75,NA,2325,5.8,13.5,0.426,0,0,0,5.8,13.5,0.427,4.4,6.4,0.684,4,6.6,10.6,2,3.5,4.3,15.9
1968-69,23,TOT,ABA,PF,79,NA,2353,5.4,12.7,0.424,0,0,0,5.4,12.6,0.425,3.5,5,0.705,3,5.8,8.7,1.5,3.7,4,14.3
1968-69,23,KEN,ABA,PF,31,NA,759,4.8,11.9,0.406,0,0,0,4.8,11.9,0.408,3.2,4.8,0.673,2.7,6,8.7,1.7,4.5,4.7,12.9
1968-69,23,NYA,ABA,PF,48,NA,1594,5.6,13,0.432,0,0,0,5.6,13,0.432,3.7,5.1,0.719,3.1,5.6,8.7,1.4,3.4,3.7,15
1969-70,24,CAR,ABA,PF,84,NA,2558,5.2,11.6,0.447,0,0.1,0,5.2,11.5,0.449,2.7,4,0.686,3,6.6,9.6,2.3,3.4,3.9,13.1
1970-71,25,CAR,ABA,PF,83,NA,2353,5.9,12.1,0.487,0,0.1,0,5.9,12,0.492,2.4,3.7,0.653,3.3,6.2,9.5,1.8,2.6,4.7,14.2
Career,NA,,ABA,,321,NA,9589,5.5,12.4,0.445,0,0.1,0,5.5,12.4,0.447,3.2,4.7,0.684,3.3,6.3,9.6,1.9,3.3,4.2,14.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CAR,ABA,,167,NA,4911,5.5,11.8,0.467,0,0.1,0,5.5,11.7,0.47,2.6,3.8,0.67,3.1,6.4,9.5,2,3,4.2,13.6
2 seasons,NA,KEN,ABA,,106,NA,3084,5.5,13.1,0.422,0,0,0,5.5,13.1,0.423,4.1,6,0.682,3.7,6.4,10.1,1.9,3.7,4.4,15.2
1 season,NA,NYA,ABA,,48,NA,1594,5.6,13,0.432,0,0,0,5.6,13,0.432,3.7,5.1,0.719,3.1,5.6,8.7,1.4,3.4,3.7,15
