Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,KEN,ABA,SF,75,NA,2325,373,875,0.426,0,2,0,373,873,0.427,0.426,281,411,0.684,259,425,684,129,224,278,1027
1968-69,23,TOT,ABA,PF,79,NA,2353,351,828,0.424,0,2,0,351,826,0.425,0.424,232,329,0.705,194,377,571,99,243,261,934
1968-69,23,KEN,ABA,PF,31,NA,759,102,251,0.406,0,1,0,102,250,0.408,0.406,68,101,0.673,57,127,184,35,94,99,272
1968-69,23,NYA,ABA,PF,48,NA,1594,249,577,0.432,0,1,0,249,576,0.432,0.432,164,228,0.719,137,250,387,64,149,162,662
1969-70,24,CAR,ABA,PF,84,NA,2558,367,821,0.447,0,4,0,367,817,0.449,0.447,194,283,0.686,212,469,681,164,240,275,928
1970-71,25,CAR,ABA,PF,83,NA,2353,385,791,0.487,0,8,0,385,783,0.492,0.487,156,239,0.653,215,403,618,115,170,304,926
Career,NA,,ABA,,321,NA,9589,1476,3315,0.445,0,16,0,1476,3299,0.447,0.445,863,1262,0.684,880,1674,2554,507,877,1118,3815
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CAR,ABA,,167,NA,4911,752,1612,0.467,0,12,0,752,1600,0.47,0.467,350,522,0.67,427,872,1299,279,410,579,1854
2 seasons,NA,KEN,ABA,,106,NA,3084,475,1126,0.422,0,3,0,475,1123,0.423,0.422,349,512,0.682,316,552,868,164,318,377,1299
1 season,NA,NYA,ABA,,48,NA,1594,249,577,0.432,0,1,0,249,576,0.432,0.432,164,228,0.719,137,250,387,64,149,162,662
