Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,22,PTP,ABA,,8,27,9.7,0.494,0.286,0.357,NA,NA,7.8,0,NA,11,25.1,NA,0,0,0,0.079
1968-69,23,MNP,ABA,SG,5,50,11.6,0.515,0.636,0.136,NA,NA,10,14.9,NA,14.6,20.1,NA,0.1,0.1,0.1,0.144
Career,NA,,ABA,,13,77,10.9,0.506,0.5,0.222,NA,NA,9.2,9.6,NA,13.2,21.9,NA,0.1,0.1,0.2,0.121
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"PTP,MNP",ABA,,13,77,10.9,0.506,0.5,0.222,NA,NA,9.2,9.6,NA,13.2,21.9,NA,0.1,0.1,0.2,0.121
