Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,25,BAL,NBA,,2,,1.5,0.5,0.5,1.000,,,,0.5,0.5,1.000,1.000,0.0,0.0,,,,0.5,0.0,,1.0,1.0
1964-65,26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1965-66,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1966-67,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,29,OAK,ABA,SF,77,,20.6,4.2,9.8,.427,0.1,0.4,.265,4.1,9.4,.435,.433,1.0,1.2,.817,,,5.9,1.4,1.5,2.1,9.5
1968-69,30,OAK,ABA,SG,51,,13.9,2.6,5.2,.502,0.0,0.0,.000,2.6,5.1,.506,.502,0.2,0.3,.800,1.2,2.1,3.3,1.1,0.8,1.2,5.4
1969-70,31,LAS,ABA,,4,,13.3,2.5,8.8,.286,0.0,1.0,.000,2.5,7.8,.323,.286,0.8,0.8,1.000,1.3,2.0,3.3,0.3,1.0,1.0,5.8
Career,NA,,TOT,,134,,17.6,3.5,7.9,.442,0.1,0.3,.225,3.4,7.6,.450,.446,0.7,0.8,.820,1.2,2.1,4.7,1.2,1.2,1.7,7.7
,NA,,ABA,,132,,17.8,3.5,8.0,.441,0.1,0.3,.225,3.5,7.7,.450,.445,0.7,0.8,.820,1.2,2.1,4.8,1.2,1.2,1.7,7.8
,NA,,NBA,,2,,1.5,0.5,0.5,1.000,,,,0.5,0.5,1.000,1.000,0.0,0.0,,,,0.5,0.0,,1.0,1.0
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,OAK,ABA,,128,,18.0,3.6,8.0,.447,0.1,0.3,.250,3.5,7.7,.454,.451,0.7,0.8,.815,1.2,2.1,4.9,1.2,1.2,1.7,7.9
1 season,NA,LAS,ABA,,4,,13.3,2.5,8.8,.286,0.0,1.0,.000,2.5,7.8,.323,.286,0.8,0.8,1.000,1.3,2.0,3.3,0.3,1.0,1.0,5.8
1 season,NA,BAL,NBA,,2,,1.5,0.5,0.5,1.000,,,,0.5,0.5,1.000,1.000,0.0,0.0,,,,0.5,0.0,,1.0,1.0
