Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,25,BAL,NBA,,2,NA,3,1,1,1,NA,NA,NA,1,1,1,1,0,0,NA,NA,NA,1,0,NA,2,2
1967-68,29,OAK,ABA,SF,77,NA,1589,323,756,0.427,9,34,0.265,314,722,0.435,0.433,76,93,0.817,NA,NA,451,104,114,161,731
1968-69,30,OAK,ABA,SG,51,NA,709,132,263,0.502,0,2,0,132,261,0.506,0.502,12,15,0.8,62,108,170,55,43,61,276
1969-70,31,LAS,ABA,,4,NA,53,10,35,0.286,0,4,0,10,31,0.323,0.286,3,3,1,5,8,13,1,4,4,23
Career,NA,,TOT,,134,NA,2354,466,1055,0.442,9,40,0.225,457,1015,0.45,0.446,91,111,0.82,67,116,635,160,161,228,1032
,NA,,ABA,,132,NA,2351,465,1054,0.441,9,40,0.225,456,1014,0.45,0.445,91,111,0.82,67,116,634,160,161,226,1030
,NA,,NBA,,2,NA,3,1,1,1,NA,NA,NA,1,1,1,1,0,0,NA,NA,NA,1,0,NA,2,2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,OAK,ABA,,128,NA,2298,455,1019,0.447,9,36,0.25,446,983,0.454,0.451,88,108,0.815,62,108,621,159,157,222,1007
1 season,NA,LAS,ABA,,4,NA,53,10,35,0.286,0,4,0,10,31,0.323,0.286,3,3,1,5,8,13,1,4,4,23
1 season,NA,BAL,NBA,,2,NA,3,1,1,1,NA,NA,NA,1,1,1,1,0,0,NA,NA,NA,1,0,NA,2,2
