Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,MIA,NBA,PF,7,0,178,34,88,0.386,4,13,0.308,30,75,0.4,0.409,13,17,0.765,10,41,51,7,2,7,11,14,85
2009-10,21,MIA,NBA,PF,5,5,135,22,49,0.449,1,2,0.5,21,47,0.447,0.459,7,9,0.778,10,19,29,3,4,0,13,10,52
2013-14,25,MIA,NBA,SF,4,0,23,5,10,0.5,0,0,NA,5,10,0.5,0.5,1,3,0.333,2,2,4,2,0,0,1,3,11
2015-16,27,HOU,NBA,PF,5,0,80,22,46,0.478,2,6,0.333,20,40,0.5,0.5,6,7,0.857,4,17,21,3,1,0,7,8,52
2016-17,28,MIL,NBA,PF,4,0,48,7,20,0.35,3,5,0.6,4,15,0.267,0.425,0,4,0,2,7,9,1,1,1,2,8,17
Career,NA,,NBA,,25,5,464,90,213,0.423,10,26,0.385,80,187,0.428,0.446,27,40,0.675,28,86,114,16,8,8,34,43,217
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIA,NBA,,16,5,336,61,147,0.415,5,15,0.333,56,132,0.424,0.432,21,29,0.724,22,62,84,12,6,7,25,27,148
1 season,NA,HOU,NBA,,5,0,80,22,46,0.478,2,6,0.333,20,40,0.5,0.5,6,7,0.857,4,17,21,3,1,0,7,8,52
1 season,NA,MIL,NBA,,4,0,48,7,20,0.35,3,5,0.6,4,15,0.267,0.425,0,4,0,2,7,9,1,1,1,2,8,17
