Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Buddy Jeannette,,8.2,4.9,2.6
Cuttino Mobley,96.5,8.2,5.2,2.3
Charles Beasley,93.1,8,4.1,2.6
Alvin Robertson,92.7,8.6,5.3,3.1
Fred Scolari,91.1,8.5,5.6,3.1
Brian Taylor,91.0,8.3,5.3,3.6
Dick Barnett,90.2,8,5.8,2.2
Ben Gordon,89.5,8.6,4.4,3.5
Dan Majerle,89.2,7.2,5.5,2.5
Archie Clark,88.8,7.9,6.2,2.7
Latrell Sprewell,88.5,8,4,2
