Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,30,BLB,BAA,NA,46,NA,NA,NA,NA,0.349,NA,NA,0.758,NA,NA,NA,NA
1948-49,31,BLB,BAA,NA,56,NA,NA,NA,NA,0.367,NA,NA,0.784,NA,NA,NA,NA
1949-50,32,BLB,NBA,NA,37,NA,NA,NA,NA,0.284,NA,NA,0.82,NA,NA,NA,NA
Career,NA,,TOT,NA,139,NA,NA,NA,NA,0.341,NA,NA,0.781,NA,NA,NA,NA
,NA,,BAA,NA,102,NA,NA,NA,NA,0.355,NA,NA,0.77,NA,NA,NA,NA
,NA,,NBA,NA,37,NA,NA,NA,NA,0.284,NA,NA,0.82,NA,NA,NA,NA
