,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,NOB,ABA,,10,,3,,,,10,11,,,,,,,,,27
1970-71,24,TOT,ABA,,12,,4,,,,8,9,,,,,,,,,29
1970-71,24,MMP,ABA,,12,,2,,,,7,9,,,,,,,,,27
1970-71,24,PTC,ABA,,12,,4,,,,8,9,,,,,,,,,29
1971-72,25,PTC,ABA,,11,,2,,,,9,13,,,,,,,,,27
1972-73,26,DLC,ABA,,8,,2,,,,9,9,,,,,,,,,19
1973-74,27,SAA,ABA,,4,,1,,,,5,6,,,,,,,,,12
Career,,,,,12,,4,,,,10,13,,,,,,,,,29
2 Seasons,,PTC,ABA,,12,,4,,,,9,13,,,,,,,,,29
2 Seasons,,"MMP,NOB",ABA,,12,,3,,,,10,11,,,,,,,,,27
2 Seasons,,"DLC,SAA",ABA,,8,,2,,,,9,9,,,,,,,,,19
